ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Npas2_CT0/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT4/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT8/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT12/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT16/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_CT20/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	Npas2_Input/ Tag Count in given bp (10403757.0 Total, normalization factor = 0.96, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
1279	chr10	24254751	24254990	24254845	8	Intergenic	Intergenic	-60378	uc011xbr.1	Ctgf	connective tissue growth factor precursor	0.96	0	8.65	4.81	1.92	1.92	4.81	Npas2-1279	1	burg	1	23.2093023256	3.0210533394	10.4297356164	3.0433333333	0.5618713357	0.4645094103	0.9549938652	0.0243897587	0.0034363386	0.0514604293
1280	chr10	38891591	38891870	38891760	8	Intergenic	Intergenic	-8130	uc011xcu.1	Wisp3	WNT1 inducible signaling pathway protein 3	10.57	4.81	8.65	0	1.92	2.88	1.92	Npas2-1280	0	burg	1	25.4267515924	3.206746984	1.02762493	4.805	0.4425555787	0.3186790407	0.7746864095	0.0720953212	0.0073808246	0.1105305541
1281	chr10	39679911	39680250	39680090	8	promoter-TSS (uc007ewi.1)	promoter-TSS (NM_001173500)	-121	uc007ewi.1	G630090E17Rik	sodium-dependent glucose transporter 1C	4.81	1.92	9.61	5.77	9.61	0.96	1.92	Npas2-1281	1	yule-walker	1	22.8114285714	3.0392604866	12.4203995339	5.4466666667	0.4198693106	0.2909513796	0.6169208139	0.0862712882	0.0084530805	0.1265879788
1282	chr10	39744941	39745220	39745075	8	promoter-TSS (uc007ewl.2)	promoter-TSS (NM_144821)	-6	uc007ewl.2	AI317395	sodium-dependent glucose transporter 1A	6.73	2.88	9.61	5.77	4.81	0.96	0	Npas2-1282	1	default	1	24	2.2949640236	9.0204401459	5.1266666667	0.366912408	0.2262262765	0.5377022719	0.127816555	0.0113805405	0.1704277651
1283	chr10	41994051	41994261	41994145	8	intron (uc007eyl.1, intron 2 of 3)	intron (NM_019740, intron 2 of 3)	2392	uc007eyl.1	Foxo3	forkhead box protein O3	6.73	2.88	8.65	4.81	0.96	0.96	0	Npas2-1283	0	mle	1	24.95	2.3859247657	6.3211150642	4.165	0.3870666813	0.2508592771	0.6882689122	0.1104993021	0.0101640606	0.1522105322
1284	chr10	68201791	68202090	68201895	8	intron (uc007fmm.2, intron 1 of 5)	intron (NM_177794, intron 1 of 5)	15446	uc007fmm.2	Tmem26	transmembrane protein 26	10.57	3.84	7.69	0.96	2.88	2.88	0.96	Npas2-1284	0	burg	1	26.7919463087	2.5655491432	26.1427669516	4.8033333333	0.3586871612	0.216173197	0.6835703489	0.1354611333	0.0119645126	0.1791729612
1285	chr10	76480541	76480820	76480645	8	intron (uc007fvb.1, intron 2 of 2)	Intergenic	5940	uc007fvb.1	AK143813	Mus musculus 6 days neonate spleen cDNA, RIKEN full-length enriched library, clone:F430112G03 product:hypothetical protein, full insert sequence.	6.73	5.77	8.65	1.92	1.92	0	2.88	Npas2-1285	0	default	1	24	3.0117916125	5.439724572	4.165	0.5757023055	0.4814139289	0.7380610409	0.0211114481	0.0031223496	0.0467583303
1286	chr10	77927811	77928000	77927905	8	promoter-TSS (uc007fxu.2)	promoter-TSS (NM_172134)	-212	uc007fxu.2	Pdxk	pyridoxal kinase	2.88	3.84	7.69	3.84	3.84	0	0	Npas2-1286	0	mle	1	24.0481927711	2.6461205315	8.6989149435	3.6816666667	0.7186242406	0.656096294	0.6107768505	0.0033249878	0.0009974072	0.0149365377
1287	chr10	79727111	79727410	79727220	8	promoter-TSS (uc007gcm.2)	promoter-TSS (NM_001122604)	-476	uc007gcm.2	Dazap1	DAZ-associated protein 1 isoform b	3.84	9.61	4.81	4.81	0.96	0.96	1.92	Npas2-1287	1	default	1	24	3.1257673113	5.7621668514	4.165	0.6450966136	0.5662291944	0.7008840933	0.0094513891	0.0018281531	0.0273772622
1288	chr10	80282141	80282341	80282295	8	Intergenic	Intergenic	-6001	uc007geu.1	Jsrp1	junctional sarcoplasmic reticulum protein 1	6.73	7.69	2.88	0	1.92	1.92	0	Npas2-1288	1	default	1	24	3.0762221328	1.814454811	3.5233333333	0.7322589747	0.6727609691	0.7825545905	0.0026589927	0.0008807015	0.0131888274
1289	chr10	80425531	80425751	80425635	8	intron (uc007gfm.1, intron 2 of 3)	intron (NM_010319, intron 2 of 3)	32805	uc007gfl.1	Gadd45b	growth arrest and DNA damage-inducible protein	6.73	5.77	9.61	1.92	4.81	2.88	1.92	Npas2-1289	0	burg	1	24.1939393939	1.8995629966	5.0001355809	5.2866666667	0.309539724	0.1561041071	0.4782902828	0.188853109	0.0156050188	0.2336908755
1290	chr10	82764521	82764780	82764630	8	intron (uc007gkf.1, intron 4 of 10)	intron (NM_177388, intron 4 of 10)	35912	uc007gkf.1	Slc41a2	solute carrier family 41 member 2	2.88	4.81	9.61	4.81	5.77	1.92	0.96	Npas2-1290	0	mle	1	24.0481927711	2.8335022741	9.2360239717	4.9666666667	0.6725320574	0.5997614034	0.4924409464	0.0065805101	0.0014799433	0.0221626934
1291	chr10	84038891	84039120	84039005	8	promoter-TSS (uc007gks.1)	promoter-TSS (NM_146008)	-687	uc007gks.1	Tcp11l2	T-complex protein 11-like protein 2	7.69	3.84	7.69	0.96	3.84	0.96	0	Npas2-1291	0	default	1	24	1.6785780886	4	4.1633333333	0.211823167	0.0366727597	0.6622115054	0.3426150959	0.0257711467	0.3859323671
1292	chr10	93522941	93523350	93523040	8	intron (uc011xlz.1, intron 2 of 20)	intron (NM_053072, intron 2 of 20)	24399	uc011xlz.1	Fgd6	FYVE, RhoGEF and PH domain-containing protein 6	5.77	6.73	7.69	10.57	3.84	2.88	4.81	Npas2-1292	0	mle	1	24.1939393939	2.8677324301	8.9647467097	6.2466666667	0.6622472386	0.5871910694	0.4047856929	0.0075630172	0.0015919587	0.023840165
1293	chr10	94009371	94009810	94009515	8	intron (uc007gvt.2, intron 1 of 3)	intron (NM_172051, intron 1 of 3)	31988	uc007gvt.2	Tmcc3	transmembrane and coiled-coil domains protein 3	1.92	5.77	13.46	6.73	2.88	0	2.88	Npas2-1293	0	mle	1	24.0481927711	5.6635865126	8.5583917611	5.1266666667	0.8587388087	0.8273474328	0.8503967263	0.000149659	0.0001902829	0.002849556
1294	chr10	94037551	94037970	94037695	8	intron (uc007gvt.2, intron 1 of 3)	promoter-TSS (NM_001168684)	60158	uc007gvt.2	Tmcc3	transmembrane and coiled-coil domains protein 3	2.88	7.69	9.61	3.84	5.77	3.84	0.96	Npas2-1294	1	mle	1	22.8114285714	2.3786415133	8.1012815677	5.605	0.5045392349	0.3944368427	0.4251462278	0.042417172	0.0050585819	0.0757541173
1295	chr10	95079461	95079770	95079545	8	Intergenic	Intergenic	-52814	uc007gwp.2	Nudt4	diphosphoinositol polyphosphate phosphohydrolase	6.73	2.88	8.65	5.77	1.92	0	3.84	Npas2-1295	0	burg	1	24.6419753086	2.6369195023	7.4529090569	4.325	0.4308093241	0.3043225072	0.688195382	0.0791881136	0.0079387281	0.1188853631
1296	chr10	95299151	95299451	95299360	8	Intergenic	RSINE1|SINE|B4	90588	uc007gws.1	AK169506	Mus musculus adult male gall bladder cDNA, RIKEN full-length enriched library, clone:G630086B13 product:unclassifiable, full insert sequence.	2.88	5.77	8.65	4.81	3.84	0.96	1.92	Npas2-1296	0	mle	1	24.0481927711	3.0832375765	8.2662589061	4.485	0.8569530017	0.8251647799	0.5348208489	0.0001583632	0.0001935455	0.0028984155
1297	chr10	106476441	106476810	106476515	8	intron (uc011xna.1, intron 5 of 15)	MTE-int|LTR|MaLR	84095	uc011xna.1	Acss3	acyl-CoA synthetase short-chain family member 3,	2.88	1.92	9.61	0.96	0	1.92	3.84	Npas2-1297	1	burg	1	21.6956521739	2.7318750374	7.9609956976	2.8816666667	0.3753039758	0.2364826371	1.0892721422	0.1203675272	0.0108254498	0.162115078
1298	chr10	120887781	120887970	120887875	8	intron (uc007hfs.1, intron 1 of 4)	Lx8|LINE|L1	25431	uc007hfs.1	Rassf3	ras association domain-containing protein 3	0	2.88	7.69	3.84	2.88	0	1.92	Npas2-1298	0	mle	1	24.0481927711	3.3833772354	9.3107552235	2.8816666667	0.8440298335	0.8093697965	0.9032170361	0.0002337152	0.0002368899	0.0035475132
1299	chr10	121210931	121211151	121211040	8	Intergenic	Intergenic	34048	uc007hfx.1	BC048403	hypothetical protein LOC270802	8.65	1.92	3.84	1.92	0.96	1.92	1.92	Npas2-1299	1	burg	1	26.972972973	2.0420794885	25.3263816844	3.2016666667	0.3528007954	0.2089787499	0.8069038297	0.1411467514	0.0123628019	0.1851374889
1300	chr10	124758801	124759120	124758915	8	intron (uc007hgy.1, intron 1 of 6)	intron (NM_011391, intron 1 of 6)	6631	uc007hgy.1	Slc16a7	monocarboxylate transporter 2	3.84	6.73	9.61	2.88	4.81	0	2.88	Npas2-1300	0	mle	1	24.3414634146	3.1834584237	7.2919321918	4.645	0.595067307	0.5050822641	0.6480345381	0.0171089276	0.002689307	0.0402733579
1301	chr10	124927441	124927780	124927555	8	Intergenic	Intergenic	-162019	uc007hgy.1	Slc16a7	monocarboxylate transporter 2	7.69	12.5	10.57	3.84	2.88	0.96	2.88	Npas2-1301	1	default	1	24	4.7801269623	5.3570592248	6.4066666667	0.7786325272	0.7294397554	0.6523393525	0.0011298275	0.0005151268	0.007714213
1302	chr10	126727561	126727841	126727655	8	promoter-TSS (uc007hiy.2)	promoter-TSS (NM_007837)	-148	uc007hiy.2	Ddit3	DNA damage-inducible transcript 3 protein	8.65	2.88	0	6.73	4.81	2.88	0	Npas2-1302	0	burg	1	21.9340659341	2.0083154281	18.8931988046	4.325	0.2531745159	0.0872132972	0.6512858128	0.268835168	0.0209516533	0.3137586876
1303	chr10	126788921	126789251	126789090	8	promoter-TSS (uc011xps.1)	promoter-TSS (NM_008382)	-258	uc011xps.1	Inhbe	inhibin beta E chain precursor	6.73	4.81	12.5	3.84	4.81	3.84	0.96	Npas2-1303	0	burg	1	23.0751445087	2.3353793208	7.5679102794	6.0883333333	0.3079598005	0.1541730895	0.4968325966	0.1908055276	0.0157169237	0.2353666931
1304	chr10	127325721	127326090	127325865	8	promoter-TSS (uc007hkv.2)	promoter-TSS (NM_017473)	-116	uc007hkv.2	Rdh7	retinol dehydrogenase 7	5.77	3.84	11.53	2.88	5.77	2.88	4.81	Npas2-1304	1	burg	1	23.7619047619	1.9582168331	7.9885081404	5.445	0.2226551802	0.049911887	0.545699518	0.3219301778	0.0244132572	0.3655974746
1305	chr10	127639021	127639370	127639135	8	intron (uc007hlo.2, intron 7 of 17)	intron (NM_001033264, intron 7 of 17)	7504	uc007hlo.2	Gls2	glutaminase liver isoform, mitochondrial	5.77	9.61	9.61	1.92	5.77	3.84	4.81	Npas2-1305	0	burg	1	23.9041916168	2.5531648689	4.8971443304	6.0866666667	0.4372891604	0.3122423071	0.461958709	0.075211416	0.0076452289	0.1144901052
1306	chr10	128072831	128073100	128072995	8	exon (uc007hnq.1, exon 7 of 8)	exon (NM_011772, exon 7 of 8)	-9403	uc007hno.2	Rps26	40S ribosomal protein S26	4.81	9.61	6.73	2.88	5.77	0.96	2.88	Npas2-1306	0	mle	1	24.95	2.3464366937	5.3742101276	5.1266666667	0.4075966687	0.2759514839	0.5377022719	0.094793534	0.0090466377	0.1354767153
1307	chr11	4157841	4158040	4157940	8	intron (uc007hut.1, intron 1 of 3)	intron (NM_008501, intron 1 of 3)	369	uc007hut.1	Lif	leukemia inhibitory factor isoform a	3.84	2.88	6.73	7.69	4.81	0.96	0.96	Npas2-1307	1	burg	1	23.0751445087	2.7658959747	11.1772927853	4.485	0.7784069668	0.7291640705	0.505459506	0.0011350172	0.0005151268	0.007714213
1308	chr11	5326401	5326631	5326505	8	intron (uc007hwj.2, intron 1 of 8)	intron (NM_001080924, intron 1 of 8)	18334	uc007hwj.2	Znrf3	zinc/RING finger protein 3 precursor	7.69	0.96	0	0.96	3.84	2.88	2.88	Npas2-1308	1	burg	1	23.3450292398	2.7899511966	21.1485071812	2.7216666667	0.6178493644	0.5329270009	0.9436198481	0.0131842563	0.0022867057	0.0342442566
1309	chr11	7097471	7097821	7097615	8	promoter-TSS (uc007hzh.2)	promoter-TSS (NM_008341)	-144	uc007hzh.2	Igfbp1	insulin-like growth factor-binding protein 1	10.57	5.77	5.77	5.77	3.84	0.96	2.88	Npas2-1309	0	default	1	24	1.4919957997	4.0073904932	5.4466666667	0.170629827	-0.0136746559	0.5261399894	0.4308914301	0.0313492729	0.4694668511
1310	chr11	20352901	20353140	20353025	8	Intergenic	Intergenic	6620	uc011xrx.1	Gm12034	40S ribosomal protein S17	5.77	8.65	1.92	4.81	3.84	2.88	0.96	Npas2-1310	0	burg	1	26.7919463087	1.3400263423	0.3637027137	4.645	0.2206851021	0.0475040137	0.4693823348	0.3256179993	0.0246455016	0.3690754184
1311	chr11	30901611	30901920	30901765	8	intron (uc007iif.1, intron 2 of 9)	intron (NM_023906, intron 2 of 9)	-15400	uc007iih.1	Chac2	cation transport regulator-like protein 2	0.96	0.96	9.61	2.88	1.92	1.92	5.77	Npas2-1311	0	burg	1	22.4269662921	2.815293437	9.7343320781	3.0416666667	0.4598856673	0.33986026	0.9895115187	0.0625440009	0.0066045674	0.0989058179
1312	chr11	43742701	43742960	43742815	8	Intergenic	Intergenic	-92996	uc007imy.1	Adra1b	alpha-1B adrenergic receptor	3.84	1.92	2.88	8.65	3.84	0.96	0	Npas2-1312	0	burg	1	22.1777777778	2.3761329459	13.2783703149	3.6816666667	0.4774285461	0.3613015564	0.6642859113	0.0539082917	0.005968485	0.0893802505
1313	chr11	51397891	51398160	51398055	8	promoter-TSS (uc007ity.1)	promoter-TSS (NM_028398)	-234	uc007ity.1	Agxt2l2	alanine--glyoxylate aminotransferase 2-like 2	8.65	2.88	9.61	4.81	5.77	0.96	0	Npas2-1313	0	burg	1	25.5897435897	1.6102451263	6.9999965521	5.4466666667	0.1475049917	-0.0419383435	0.5549746264	0.4876556959	0.0349469395	0.5233432264
1314	chr11	51571221	51571520	51571405	8	Intergenic	Intergenic	-1034	uc007iui.1	Sec24a	protein transport protein Sec24A	2.88	0.96	7.69	10.57	1.92	0.96	5.77	Npas2-1314	1	burg	1	23.2093023256	4.1609977293	10.9435831848	4.1633333333	0.6668111682	0.5927692056	0.8808042741	0.007113887	0.0015218015	0.0227895348
1315	chr11	60166491	60166720	60166605	8	promoter-TSS (uc007jfq.1)	promoter-TSS (NM_001039092)	-198	uc007jfq.1	Tom1l2	TOM1-like protein 2 isoform a	0.96	2.88	6.73	3.84	7.69	1.92	1.92	Npas2-1315	0	yule-walker	1	24.7950310559	2.4982144827	11.2834234549	4.0033333333	0.5205866077	0.4140502984	0.6111562345	0.0365759595	0.0045477334	0.0681039751
1316	chr11	60166621	60166850	60166735	8	promoter-TSS (uc007jfq.1)	promoter-TSS (NM_001039092)	-147	uc007jfu.1	Lrrc48	leucine-rich repeat-containing protein 48	1.92	2.88	8.65	5.77	1.92	0.96	1.92	Npas2-1316	1	burg	1	23.0751445087	3.3737150136	9.5332838995	3.6833333333	0.8248960554	0.7859840677	0.7293567454	0.0003933976	0.0003080486	0.0046131413
1317	chr11	60693001	60693440	60693215	8	promoter-TSS (uc007jgs.2)	promoter-TSS (NM_001168507)	600	uc007jgt.1	AK140192	Mus musculus adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230337M11 product:unclassifiable, full insert sequence.	12.5	9.61	10.57	11.53	2.88	1.92	7.69	Npas2-1317	0	burg	1	27.5310344828	3.6941145842	3.88969543	8.1683333333	0.4866925183	0.372624189	0.511937966	0.0497392434	0.0056742656	0.0849742067
1318	chr11	61049621	61049941	61049835	8	Intergenic	Intergenic	27537	uc007jhd.2	Aldh3a1	aldehyde dehydrogenase, dimeric NADP-preferring	5.77	1.92	9.61	6.73	4.81	0.96	3.84	Npas2-1318	0	burg	1	22.1777777778	2.6832410636	11.1201219174	4.9666666667	0.4653801744	0.3465757687	0.5851371447	0.0597314104	0.0063845351	0.0956107525
1319	chr11	69232491	69232710	69232500	8	Intergenic	Intergenic	-5425	uc007jqe.1	Kdm6b	lysine-specific demethylase 6B	8.65	2.88	3.84	1.92	3.84	0.96	0.96	Npas2-1319	0	mle	1	27.5310344828	1.582082507	25.5708833303	3.6816666667	0.2396928894	0.0707357538	0.6642859113	0.2913739587	0.0224799543	0.3366455553
1320	chr11	70817941	70818380	70818125	8	promoter-TSS (uc007jxg.1)	promoter-TSS (NM_178367)	-226	uc007jxg.1	Dhx33	putative ATP-dependent RNA helicase DHX33	3.84	0.96	10.57	3.84	2.88	0	1.92	Npas2-1320	1	burg	1	23.7619047619	3.1539531098	9.1049688452	3.6816666667	0.4453855895	0.3221379428	0.9217895164	0.0704628448	0.0072466376	0.1085210546
1321	chr11	72395601	72396050	72395765	8	Intergenic	Intergenic	-24938	uc007jzd.1	Ube2g1	ubiquitin-conjugating enzyme E2 G1	1.92	3.84	10.57	5.77	7.69	2.88	0	Npas2-1321	0	yule-walker	1	24.1939393939	3.3832099527	10.4583062758	5.445	0.6475573265	0.5692367324	0.5457984032	0.0091600573	0.0018007041	0.0269662036
1322	chr11	78364241	78364490	78364375	8	promoter-TSS (uc007kjv.1)	promoter-TSS (NM_133706)	-128	uc007kjv.1	Tmem97	transmembrane protein 97	9.61	6.73	3.84	3.84	2.88	0.96	0.96	Npas2-1322	0	default	1	24	2.1288472956	2.4618620518	4.6433333333	0.3726067959	0.2331860839	0.6026876696	0.1227238992	0.0110185174	0.165006336
1323	chr11	83555331	83555760	83555500	8	Intergenic	Intergenic	-4897	uc007kps.1	1100001G20Rik	WDNM1-like protein	9.61	7.69	10.57	1.92	2.88	1.92	5.77	Npas2-1323	1	mle	1	24.3414634146	3.4570898501	4.0532944111	5.765	0.5504463095	0.4505454894	0.6312825732	0.0273852716	0.0037188046	0.0556904619
1324	chr11	83698721	83699170	83698885	8	intron (uc007kpx.1, intron 5 of 8)	intron (NM_009330, intron 5 of 8)	34574	uc007kpx.1	Hnf1b	hepatocyte nuclear factor 1-beta	1.92	0.96	9.61	7.69	0.96	0.96	4.81	Npas2-1324	1	burg	1	23.0751445087	4.1240570272	10.1137079373	3.6833333333	0.6956679383	0.6280385913	0.9696637266	0.0047322174	0.0012463792	0.0186649858
1325	chr11	87236481	87236711	87236590	8	Intergenic	intron (NM_031386, intron 1 of 30)	-4497	uc011yby.1	Tex14	testis-expressed protein 14 isoform a	1.92	3.84	9.61	0.96	2.88	2.88	1.92	Npas2-1325	0	burg	1	22.3016759777	2.3739937502	7.8712410508	3.6816666667	0.3566304123	0.2136593928	0.7599305971	0.1374270978	0.0120981107	0.1811736423
1326	chr11	87240451	87240610	87240530	8	promoter-TSS (uc011yby.1)	promoter-TSS (NM_001199293)	-563	uc011yby.1	Tex14	testis-expressed protein 14 isoform a	7.69	0.96	2.88	0	1.92	0	0.96	Npas2-1326	1	burg	1	27.9160839161	1.8649604567	25.3883367437	2.2416666667	0.2763256659	0.1155091472	1.1786872488	0.2333158622	0.0186061331	0.2786336624
1327	chr11	90234021	90234271	90234180	8	intron (uc007kws.1, intron 2 of 3)	intron (NM_172563, intron 2 of 3)	18085	uc007kws.1	Hlf	hepatic leukemia factor	1.92	3.84	10.57	0.96	0.96	0.96	2.88	Npas2-1327	1	mle	1	22.5536723164	3.5560601179	7.7569138432	3.2016666667	0.5404796119	0.4383639701	1.0775840128	0.0302253635	0.0039777111	0.0595676822
1328	chr11	98634181	98634431	98634295	8	intron (uc007lhh.1, intron 1 of 7)	intron (NM_145434, intron 1 of 7)	2250	uc007lhh.1	Nr1d1	nuclear receptor subfamily 1 group D member 1	8.65	0.96	5.77	8.65	1.92	0	0.96	Npas2-1328	1	default	1	24	1.6697828893	9.7313776257	4.325	0.1188179607	-0.0770002703	0.8191638642	0.5659725454	0.0398885186	0.5973451854
1329	chr11	101845531	101845710	101845620	8	intron (uc007lqa.2, intron 1 of 2)	intron (NM_028207, intron 1 of 2)	485	uc007lqa.2	Dusp3	dual specificity protein phosphatase 3	0.96	2.88	4.81	7.69	3.84	1.92	0	Npas2-1329	0	mle	1	24.0481927711	2.8957487394	11.0614934481	3.6833333333	0.8924861593	0.8685941947	0.5918980985	4.3811658454E-005	0.0001117046	0.0016728176
1330	chr11	102268201	102268450	102268335	8	intron (uc007lrt.2, intron 1 of 11)	intron (NM_026542, intron 1 of 11)	506	uc007lrt.2	Slc25a39	solute carrier family 25 member 39	3.84	0	9.61	2.88	0.96	0.96	0.96	Npas2-1330	0	burg	1	22.5536723164	2.4381567215	9.1445104807	3.0416666667	0.3052117631	0.1508143772	1.0544910433	0.1942388314	0.0159414279	0.2387287251
1331	chr11	106375761	106376040	106375875	8	intron (uc007lzc.1, intron 8 of 11)	intron (NM_198292, intron 8 of 11)	13595	uc011ygj.1	Snord104	Mus musculus small nucleolar RNA, C/D box 104 (Snord104), small nucleolar RNA.	8.65	1.92	3.84	0.96	1.92	1.92	2.88	Npas2-1331	1	mle	1	26.6133333333	2.1506347028	24.711052971	3.2016666667	0.3756177481	0.2368661366	0.8069038297	0.1200957044	0.010819519	0.1620262617
1332	chr11	107087331	107087620	107087465	8	intron (uc007mal.1, intron 8 of 9)	intron (NM_145823, intron 8 of 9)	-36780	uc007mai.2	Nol11	nucleolar protein 11 isoform 1	4.81	4.81	9.61	1.92	0	0.96	2.88	Npas2-1332	1	burg	1	23.3450292398	3.4395568992	6.3507681743	3.685	0.6249020133	0.5415469051	0.8706223307	0.01212415	0.0021453202	0.0321269563
1333	chr11	109406701	109406861	109406805	8	intron (uc007mcn.1, intron 10 of 13)	intron (NM_001166177, intron 1 of 4)	65922	uc007mcq.1	Wipi1	WD repeat domain phosphoinositide-interacting	0.96	4.81	7.69	4.81	3.84	0	1.92	Npas2-1333	0	mle	1	24.0481927711	3.4336803705	9.0606765285	3.685	0.9001731041	0.8779893494	0.697164554	3.1377190319E-005	0.0001030603	0.0015433655
1334	chr11	109594041	109594471	109594250	8	Intergenic	Intergenic	-10686	uc007mcw.1	Fam20a	family with sequence similarity 20, member A	6.73	8.65	16.34	9.61	1.92	1.92	2.88	Npas2-1334	0	burg	1	23.4823529412	6.0654957807	7.9533201929	7.5283333333	0.8078879855	0.7651964267	0.6569927529	0.0005970289	0.0003765077	0.0056383411
1335	chr11	115311511	115311801	115311680	8	Intergenic	ID4_|SINE|ID	9797	uc007mho.1	4933422H20Rik	tripartite motif protein 47-like	8.65	10.57	9.61	7.69	8.65	1.92	8.65	Npas2-1335	1	mle	1	26.2631578947	2.606945437	6.0441696266	7.8483333333	0.4823358957	0.3672994281	0.3564847503	0.0516673552	0.0057936124	0.0867614691
1336	chr11	115948291	115948540	115948385	8	promoter-TSS (uc007mjv.1)	promoter-TSS (NM_016852)	-137	uc007mjv.1	Wbp2	WW domain-binding protein 2	6.73	0	9.61	3.84	1.92	1.92	0.96	Npas2-1336	1	default	1	24	1.593455739	8.0273411555	4.0033333333	0.123699164	-0.0710343551	0.813284622	0.5520005584	0.0390784948	0.5852147815
1337	chr11	116057961	116058210	116058095	8	intron (uc007mkl.1, intron 2 of 13)	intron (NM_015729, intron 2 of 13)	-2084	uc007mkn.2	2310004N24Rik	CST complex subunit TEN1	0	0	9.61	0	0.96	0	0	Npas2-1337	0	burg	1	22.4269662921	3.0131737843	9.0964998528	1.7616666667	0.3782953328	0.24013874	2.0022759503	0.117795466	0.0106671482	0.1597444545
1338	chr12	8836571	8836850	8836685	8	Intergenic	Intergenic	47555	uc007nae.1	AK084679	Mus musculus adult female vagina cDNA, RIKEN full-length enriched library, clone:9930038B18 product:hypothetical protein, full insert sequence.	2.88	5.77	9.61	3.84	3.84	4.81	2.88	Npas2-1338	0	burg	1	21.9340659341	2.2015807955	8.3056816452	5.125	0.4987279609	0.3873341744	0.4287724409	0.0447023816	0.0052396759	0.0784660665
1339	chr12	52946091	52946490	52946190	8	Intergenic	Intergenic	-15767	uc007nmz.2	Hectd1	E3 ubiquitin-protein ligase HECTD1	8.65	8.65	10.57	3.84	2.88	4.81	0.96	Npas2-1339	1	burg	1	22.4269662921	3.2041239892	5.5041354408	6.5666666667	0.677206333	0.605474407	0.4343855058	0.0061682579	0.0014234934	0.021317335
1340	chr12	60231231	60231481	60231335	8	intron (uc007nqf.2, intron 1 of 24)	intron (NM_146034, intron 1 of 24)	623	uc007nqf.2	Ctage5	cutaneous T-cell lymphoma-associated antigen 5	3.84	2.88	7.69	2.88	1.92	0.96	2.88	Npas2-1340	0	burg	1	23.2093023256	2.1012407157	7.912954851	3.3616666667	0.5218781406	0.4156288385	0.6342224688	0.0361346372	0.0045158538	0.0676265658
1341	chr12	70783391	70783680	70783530	8	promoter-TSS (uc007nso.2)	promoter-TSS (NM_001135559)	-696	uc007nso.2	Sos2	son of sevenless homolog 2	1.92	3.84	9.61	2.88	1.92	0	2.88	Npas2-1341	0	burg	1	22.9425287356	3.4990326048	8.4839873663	3.3616666667	0.7030572754	0.6370700032	0.9003127867	0.004236694	0.0011496602	0.0172165828
1342	chr12	73386291	73386630	73386400	8	intron (uc007nvk.1, intron 3 of 8)	intron (NM_153457, intron 3 of 8)	-100444	uc007nvh.2	4930403N07Rik	hypothetical protein LOC73936	2.88	4.81	9.61	0.96	1.92	0.96	0.96	Npas2-1342	1	mle	1	22.6818181818	3.1218200961	7.3028556609	3.5233333333	0.5479163563	0.4474533243	0.8579767925	0.0280856562	0.0037910565	0.056772461
1343	chr12	84920181	84920480	84920300	8	intron (uc007odg.1, intron 2 of 11)	intron (NM_183154, intron 2 of 11)	17767	uc007odg.1	Zfyve1	zinc finger FYVE domain-containing protein 1	5.77	3.84	9.61	1.92	2.88	0.96	0	Npas2-1343	1	default	1	24	2.3670844632	6.3886495046	4.1633333333	0.3726926761	0.2332910486	0.6884549433	0.122648322	0.0110180063	0.1649986828
