ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Per1_CT0/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT4/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT8/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT12/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT16/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_CT20/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per1_KO/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per_Input/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
1838	chr15	89306701	89306980	89306815	7	exon (uc007xgz.1, exon 1 of 4)	5' UTR (NM_009713, exon 2 of 9)	173	uc007xgz.1	AK082325	Mus musculus adult male bone cDNA, RIKEN full-length enriched library, clone:9830115H01 product:arylsulfatase A, full insert sequence.	4.03	3.02	2.02	8.06	8.06	8.06	1.01	1.01	1838-Per1_n3R16	1	burg	1	23.4823529412	2.8818367859	16.8758612686	5.5416666667	0.7130191821	0.649245667	0.4663424355	0.0036336066	0.0056931353	0.0531930893
1839	chr3	138106361	138106670	138106555	8	intron (uc008rnk.1, intron 1 of 8)	intron (NM_007410, intron 1 of 8)	387	uc008rnk.1	Adh5	alcohol dehydrogenase class-3	3.02	4.03	0	10.08	8.06	8.06	4.03	15.12	1839-Per1_n3R16	1	yule-walker	1	22.8114285714	3.3109569813	16.6178792405	5.5416666667	0.4791595845	0.3634172699	0.6278492812	0.0531093572	0.0145041521	0.1355177099
1840	chr10	88994851	88995090	88994970	15	Intergenic	intron (NM_001163504, intron 1 of 9)	-25567	uc007gsg.2	Nr1h4	bile acid receptor isoform 1	2.02	3.02	1.01	16.12	4.03	7.05	0	15.12	1840-Per1_n3R16	1	mle	1	22.9425287356	3.9484394834	13.9923063373	5.5416666667	0.3078636786	0.1540556072	0.9194106955	0.1909248165	0.0277760247	0.2595217733
1841	chr16	91766061	91766320	91766210	15	intron (uc007zyj.1, intron 1 of 38)	intron (NM_010587, intron 1 of 38)	36574	uc007zyj.1	Itsn1	intersectin-1 isoform 1	3.02	0	0	16.12	4.03	10.08	0	8.06	1841-Per1_n3R16	1	default	1	24	4.4055352389	15.2391044211	5.5416666667	0.3089605015	0.1553961685	1.048485972	0.1895670807	0.0276705633	0.2585364081
1842	chr7	104889411	104889741	104889605	13	Intergenic	Intergenic	-2819	uc009ijs.1	Aqp11	aquaporin-11	2.02	4.03	0	17.13	3.02	7.05	0	5.04	1842-Per1_n3R16	0	burg	1	23.3450292398	3.7000214851	13.6548316005	5.5416666667	0.2227636488	0.0500444596	1.0109577042	0.3217280815	0.0399652244	0.3734100183
1843	chr13	17897091	17897261	17897175	12	promoter-TSS (uc007poc.2)	promoter-TSS (NM_001081058)	-245	uc007poc.2	Cdk13	cell division protein kinase 13 isoform 1	3.02	0	0	8.06	10.08	12.09	0	0	1843-Per1_n3R16	1	burg	1	24.3414634146	5.4104538058	17.423745092	5.5416666667	0.7856055291	0.7379623134	0.8641520564	0.0009782754	0.0052687873	0.0492282477
1844	chr7	25323721	25323960	25323855	11	TTS (uc009fpv.2)	TTS (NM_153134)	7184	uc009fpw.1	2310033E01Rik	hypothetical protein LOC641361 precursor	2.02	2.02	3.02	12.09	7.05	7.05	0	2.02	1844-Per1_n3R16	1	burg	1	23.6213017751	3.7980663015	14.3122538627	5.5416666667	0.6104771086	0.5239164661	0.6530979935	0.01436807	0.0085283657	0.0796837062
1845	chr10	93003181	93003610	93003295	10	promoter-TSS (uc007guu.1)	promoter-TSS (NM_027908)	18	uc007guu.1	Ccdc38	coiled-coil domain-containing protein 38	3.02	0	4.03	13.1	7.05	6.05	0	6.05	1845-Per1_n3R16	0	burg	1	23.4823529412	4.4751590192	14.0960973397	5.5416666667	0.646278269	0.5676734399	0.733054744	0.0093106036	0.0072478582	0.0677194461
1846	chr8	4677161	4677591	4677495	9	Intergenic	CpG	64206	uc009ktz.1	Zfp958	zinc finger-like protein	4.03	1.01	2.02	12.09	7.05	7.05	0	6.05	1846-Per1_n3R16	0	burg	1	23.7619047619	3.7394146648	15.1641177361	5.5416666667	0.5453333072	0.4442962644	0.669755259	0.0288150337	0.01141598	0.1066637645
1847	chr17	5997401	5997670	5997555	9	intron (uc008afk.2, intron 5 of 26)	intron (NM_011523, intron 4 of 25)	-9348	uc008afq.1	AK006572	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700030P01 product:unclassifiable, full insert sequence.	3.02	1.01	2.02	11.08	9.07	7.05	0	10.08	1847-Per1_n3R16	0	burg	1	23.7619047619	4.2569338243	15.2795176903	5.5416666667	0.719489982	0.6571544224	0.6779708546	0.0032791984	0.0056524576	0.052813023
1848	chr17	46862941	46863151	46863060	8	TTS (uc008cud.1)	TTS (NM_145488)	3068	uc008cue.1	Gnmt	glycine N-methyltransferase	3.02	4.03	3.02	6.05	9.07	8.06	0	9.07	1848-Per1_n3R16	1	yule-walker	1	24.6419753086	2.4631858146	16.7625441259	5.5416666667	0.6808381561	0.6099133019	0.4298897544	0.0058620477	0.006210033	0.0580226573
1849	chr17	27076481	27076820	27076705	7	promoter-TSS (uc008bey.1)	promoter-TSS (NM_026307)	-227	uc008bey.1	Cuta	protein CutA isoform 1	3.02	1.01	5.04	8.06	9.07	7.05	0	1.01	1849-Per1_n3R16	1	burg	1	23.6213017751	3.3503005606	15.1072798116	5.5416666667	0.8202579536	0.7803152766	0.5115223654	0.0004425105	0.0052687873	0.0492282477
1850	chr19	43588481	43588771	43588635	7	intron (uc012bmb.1, intron 2 of 8)	intron (NM_010324, intron 2 of 8)	10469	uc012bmb.1	Got1	aspartate aminotransferase, cytoplasmic	4.03	3.02	4.03	9.07	8.06	5.04	0	9.07	1850-Per1_n3R16	0	burg	1	22.6818181818	2.7305814993	14.8109886316	5.5416666667	0.7718354079	0.7211321652	0.4033118591	0.0012945449	0.0052687873	0.0492282477
1851	chr7	6315491	6315840	6315630	10	promoter-TSS (uc009fbf.1)	promoter-TSS (NM_001025163)	-350	uc009fbf.1	Zfp78	zinc finger protein 78 isoform 1	3.02	2.02	0	5.04	7.05	16.12	1.01	7.05	1851-Per1_n3R16	0	mle	1	25.7548387097	5.5344139575	19.0652216428	5.5416666667	0.6534957302	0.5764947814	0.9431308977	0.0084857192	0.006950474	0.0649408742
1852	chr18	6135961	6136291	6136175	10	promoter-TSS (uc008dzc.1)	promoter-TSS (NM_001039692)	-30	uc008dzc.1	Arhgap12	rho GTPase-activating protein 12 isoform 1	4.03	3.02	1.01	12.09	3.02	10.08	1.01	3.02	1852-Per1_n3R16	0	mle	1	24.95	2.2604374284	16.3716387471	5.5416666667	0.1718635907	-0.0121667224	0.733054744	0.4280144736	0.0497435724	0.4647727762
1853	chr4	153528251	153528590	153528445	9	intron (uc008wbi.1, intron 8 of 11)	intron (NM_021499, intron 8 of 11)	6373	uc008wbm.1	Tprgl	tumor protein p63-regulated gene 1-like protein	7.05	1.01	0	4.03	9.07	12.09	1.01	3.02	1853-Per1_n3R16	0	mle	1	23.7619047619	5.5520428802	19.4440603505	5.5416666667	0.9164009435	0.8978233754	0.7766252728	1.41223246839E-005	0.0035164588	0.0328555884
1854	chr5	134908991	134909310	134909100	8	intron (uc008zwe.1, intron 1 of 29)	intron (NM_001081467, intron 1 of 26)	23431	uc008zwe.1	Gtf2ird1	general transcription factor II-I repeat	1.01	3.02	1.01	11.08	8.06	9.07	1.01	12.09	1854-Per1_n3R16	1	mle	1	24.7950310559	3.766668518	15.1815030571	5.5416666667	0.5387064615	0.4361967863	0.725161679	0.0307537565	0.0117179577	0.1094852554
1855	chr1	59493271	59493511	59493455	7	Intergenic	Intergenic	-45600	uc011wlq.1	Fzd7	frizzled-7 precursor	3.02	5.04	1.01	11.08	9.07	4.03	1.01	6.05	1855-Per1_n3R16	0	burg	1	23.2093023256	3.2722526224	14.5726456102	5.5416666667	0.4474713466	0.3246872013	0.6275008331	0.0692782043	0.0162815854	0.1521249333
1856	chr10	79733581	79734030	79733775	7	intron (uc007gcm.2, intron 1 of 11)	intron (NM_133188, intron 1 of 11)	6069	uc007gcm.2	Dazap1	DAZ-associated protein 1 isoform b	3.02	5.04	1.01	11.08	5.04	8.06	1.01	12.09	1856-Per1_n3R16	1	yule-walker	1	24.0481927711	2.04377847	15.4404072556	5.5416666667	0.2091154391	0.0333633145	0.5912507356	0.3479436695	0.0423450507	0.3956456242
1857	chr13	63359421	63359860	63359530	7	intron (uc007qxi.1, intron 12 of 14)	intron (NM_028079, intron 12 of 14)	-42152	uc007qxn.2	Mir23b	Mus musculus microRNA 23b (Mir23b), microRNA.	3.02	3.02	3.02	10.08	8.06	6.05	1.01	15.12	1857-Per1_n3R16	0	burg	1	23.6213017751	3.1082679454	14.6682002035	5.5416666667	0.6903415078	0.6215285096	0.5011285359	0.0051165059	0.0060695847	0.0567103964
1858	chr1	87952831	87953180	87953065	8	TTS (uc007bux.2)	TTS (NM_001144992)	-8189	uc007buy.1	Psmd1	26S proteasome non-ATPase regulatory subunit 1	4.03	4.03	1.01	16.12	3.02	5.04	2.02	18.14	1858-Per1_n3R16	1	burg	1	21.8142076503	3.3175127254	13.9384281272	5.5416666667	0.2284291362	0.0569689443	0.8828526733	0.3113086493	0.0389722743	0.3641325151
1859	chr8	11831271	11831560	11831440	9	Intergenic	intron (NM_001113518, intron 18 of 20)	-9106	uc009kvy.1	1700018L24Rik	hypothetical protein LOC75528	2.02	3.02	3.02	12.09	6.05	7.05	2.02	5.04	1859-Per1_n3R16	0	burg	1	23.9041916168	3.2652293744	13.8838663508	5.5416666667	0.4989145479	0.3875622252	0.6187039278	0.0446275529	0.0134559755	0.1257242048
1860	chr10	79830741	79831070	79830885	8	Intergenic	CT-rich|Low_complexity|Low_complexity	11701	uc007gcx.2	Plk5	serine/threonine-protein kinase PLK5	4.03	0	1.01	8.06	11.08	9.07	2.02	2.02	1860-Per1_n3R16	0	mle	1	22.8114285714	5.0882232362	17.1031536718	5.5416666667	0.8370533413	0.8008429727	0.747640924	0.0002845801	0.0052687873	0.0492282477
1861	chr7	25359401	25359600	25359490	9	Intergenic	Intergenic	-13062	uc009fqb.1	Ethe1	protein ETHE1, mitochondrial precursor	4.03	3.02	3.02	10.08	5.04	8.06	2.02	7.05	1861-Per1_n3R16	1	default	1	24	2.0769188247	15.462003477	5.5416666667	0.3376797454	0.1904974666	0.4785238387	0.1566051949	0.0247354398	0.2311124521
1862	chr19	42220761	42221080	42220965	13	promoter-TSS (uc008hni.2)	promoter-TSS (NM_183195)	-959	uc008hni.2	Marveld1	putative MARVEL domain-containing protein 1	4.03	3.02	1.01	14.11	4.03	7.05	3.02	19.15	1862-Per1_n3R16	1	yule-walker	1	21.9340659341	3.0197768054	15.1038002669	5.5416666667	0.2476816019	0.0804997356	0.7625936801	0.2778481901	0.0358145295	0.3346285253
1863	chr19	37317281	37317580	37317405	15	Intergenic	L1MC4a|LINE|L1	14465	uc008hih.1	DQ693081	DQ693081	2.02	3.02	3.02	18.14	3.02	4.03	4.03	28.21	1863-Per1_n3R16	1	burg	1	22.6818181818	5.0536088332	12.7100867348	5.5416666667	0.4113819784	0.2805779736	1.0220653841	0.092098169	0.0186019592	0.1738050522
1864	chr10	60775571	60775830	60775720	7	Intergenic	Intergenic	15116	uc007ffv.2	Prf1	perforin-1 precursor	3.02	5.04	3.02	7.05	6.05	9.07	2.02	16.12	1864-Per1_n3R16	0	default	1	24	1.604557673	17.4206802434	5.5416666667	0.3345870349	0.1867174871	0.3894839027	0.1599229025	0.02504453	0.2340003979
1865	chr7	152113921	152114250	152114105	8	Intergenic	Intergenic	11745	uc009kqt.1	Ccnd1	G1/S-specific cyclin-D1	4.03	0	2.02	12.09	8.06	7.05	3.02	4.03	1865-Per1_n3R16	0	burg	1	23.6213017751	4.3523046641	15.3306719381	5.5416666667	0.6317161697	0.5498753186	0.725161679	0.0111640541	0.0078466827	0.0733144871
1866	chr12	118960201	118960710	118960410	11	intron (uc007pib.2, intron 19 of 27)	intron (NM_175930, intron 19 of 27)	-121879	uc007pid.1	Cdca7l	cell division cycle-associated 7-like protein	1.01	1.01	3.02	16.12	4.03	8.06	4.03	30.23	1866-Per1_n3R16	0	burg	1	23.7619047619	4.6137663458	13.4843335892	5.5416666667	0.4071722047	0.2754326946	0.9547413304	0.0950995605	0.0189970241	0.1774962916
1867	chr5	128121931	128122160	128122045	10	intron (uc008zsd.1, intron 1 of 11)	B1F|SINE|Alu	9413	uc008zsd.1	Glt1d1	glycosyltransferase 1 domain-containing protein	4.03	1.01	3.02	10.08	4.03	11.08	3.02	13.1	1867-Per1_n3R16	0	burg	1	27.7222222222	2.6645479596	16.2827494818	5.5416666667	0.3148603813	0.1626071327	0.6700817348	0.1823920343	0.0270282791	0.2525353064
1868	chr10	127041761	127041981	127041860	10	intron (uc007hjx.1, intron 6 of 88)	intron (NM_008512, intron 6 of 88)	16333	uc007hjx.1	Lrp1	prolow-density lipoprotein receptor-related	2.02	5.04	0	11.08	7.05	8.06	3.02	2.02	1868-Per1_n3R16	1	mle	1	23.9041916168	2.8828845736	15.6447055691	5.5416666667	0.3316261981	0.1830986866	0.669755259	0.1631501148	0.0253743776	0.2370822874
1869	chr7	79490801	79491280	79491030	8	Intergenic	Intergenic	-39559	uc009hnp.1	Mctp2	multiple C2 and transmembrane domain-containing	3.02	2.02	3.02	11.08	5.04	9.07	3.02	18.14	1869-Per1_n3R16	1	default	1	24	2.7575529191	15.1902125303	5.5416666667	0.3761436815	0.237508944	0.6096902309	0.1196411562	0.0213018576	0.1990312119
1870	chr19	10024501	10024750	10024635	13	Intergenic	RMER15|LTR|ERVL	-32233	uc008got.1	Fth1	ferritin heavy chain	1.01	3.02	1.01	14.11	7.05	7.05	4.03	7.05	1870-Per1_n3R16	1	burg	1	23.4823529412	4.3228493249	14.3178557028	5.5416666667	0.4815981131	0.3663976938	0.8249507837	0.0519995495	0.0143705747	0.134269647
1871	chr10	126789421	126789620	126789520	8	promoter-TSS (uc011xps.1)	promoter-TSS (NM_008382)	-692	uc011xps.1	Inhbe	inhibin beta E chain precursor	5.04	1.01	3.02	9.07	8.06	7.05	3.02	8.06	1871-Per1_n3R16	0	burg	1	22.9425287356	3.3294984118	16.2370796198	5.5416666667	0.7276289392	0.6671020368	0.5115223654	0.0028722638	0.0055952894	0.0522788785
1872	chr19	36882951	36883440	36883125	8	Intergenic	Intergenic	-25527	uc008hhu.2	Tnks2	tankyrase, TRF1-interacting ankyrin-related	2.02	8.06	3.02	12.09	5.04	3.02	4.03	5.04	1872-Per1_n3R16	0	yule-walker	1	24.3414634146	2.9939041174	10.5858427483	5.5416666667	0.3550802215	0.2117647152	0.6362622637	0.1389234732	0.0230689862	0.2155421544
1873	chr8	23511151	23511390	23511260	10	Intergenic	Intergenic	2077	uc009lda.1	AK007460	Mus musculus 10 day old male pancreas cDNA, RIKEN full-length enriched library, clone:1810012K16 product:unclassifiable, full insert sequence.	4.03	7.05	0	12.09	7.05	3.02	0	10.08	1873-Per1_n3R16	1	yule-walker	1	21.9340659341	2.4668709336	14.6197230927	5.54	0.2016465013	0.0242346127	0.6864935222	0.3629765329	0.0436940569	0.4082498931
1874	chr17	87703961	87704240	87704065	7	intron (uc008duv.2, intron 3 of 19)	intron (NM_028639, intron 3 of 19)	21874	uc008duv.2	Ttc7	tetratricopeptide repeat protein 7A	3.02	3.02	1.01	7.05	8.06	11.08	2.02	9.07	1874-Per1_n3R16	1	burg	1	25.7548387097	3.5882479867	17.6812873852	5.54	0.6745292651	0.6022024351	0.6276459931	0.0064018243	0.0063354168	0.0591941655
1875	chr11	120201781	120201950	120201840	15	Intergenic	Intergenic	7933	uc007msi.1	Actg1	actin, cytoplasmic 2	1.01	3.02	2.02	15.12	9.07	2.02	1.01	0	1875-Per1_n3R16	0	burg	1	22.8114285714	5.7067753967	13.5618992347	5.3766666667	0.6425711599	0.5631425287	0.9475376475	0.0097578281	0.0074076195	0.0692121558
1876	chr14	46038321	46038610	46038495	8	Intergenic	Intergenic	-29994	uc007tgp.1	Gnpnat1	glucosamine 6-phosphate N-acetyltransferase	2.02	2.02	1.01	9.07	10.08	8.06	2.02	14.11	1876-Per1_n3R16	1	burg	1	23.6213017751	4.2110736595	16.0997665453	5.3766666667	0.7356957573	0.6769614811	0.6982410705	0.0025088148	0.0055369037	0.0517333589
1877	chr7	31892721	31893061	31892940	8	intron (uc009gid.2, intron 5 of 13)	intron (NM_008281, intron 4 of 12)	7418	uc009gid.2	Hpn	serine protease hepsin isoform 1	1.01	2.02	2.02	11.08	6.05	10.08	3.02	11.08	1877-Per1_n3R16	0	burg	1	25.5897435897	3.4236807585	14.9457302973	5.3766666667	0.4616836761	0.3420578263	0.7466818195	0.0616125201	0.0155156536	0.1449685464
1878	chr18	33495301	33495570	33495400	8	Intergenic	MER65D|LTR|ERV1	-121965	uc008ejr.1	Stard4	stAR-related lipid transfer protein 4	2.02	1.01	3.02	10.08	6.05	10.08	4.03	17.13	1878-Per1_n3R16	0	mle	1	25.2658227848	3.2824574556	15.3798750595	5.3766666667	0.5108236657	0.4021178136	0.6816135065	0.0400492578	0.0128658238	0.1202101969
1879	chr9	47128441	47128780	47128660	12	Intergenic	MTC|LTR|MaLR	-209825	uc009php.1	Cadm1	cell adhesion molecule 1 isoform a	2.02	3.02	1.01	19.15	2.02	5.04	0	13.1	1879-Per1_n3R16	0	burg	1	22.6818181818	4.7686448919	13.1065266047	5.3766666667	0.2945490713	0.1377821982	1.1688579471	0.208017869	0.0293049219	0.2738068301
1880	chr7	7251441	7251750	7251550	7	intron (uc009fcr.1, intron 1 of 12)	CpG-12662	627	uc009fcr.1	Clcn4-2	H(+)/Cl(-) exchange transporter 4	6.05	2.02	2.02	9.07	5.04	8.06	0	1.01	1880-Per1_n3R16	0	burg	1	24.1939393939	2.3040014738	17.4669831552	5.3766666667	0.3859087459	0.2494440228	0.5033288578	0.1114417966	0.0206166888	0.1926294232
1881	chr7	105671061	105671380	105671255	10	Intergenic	Intergenic	28488	uc012fpt.1	Lrrc32	leucine rich repeat containing 32	2.02	2.02	1.01	11.08	2.02	14.11	1.01	6.05	1881-Per1_n3R16	0	mle	1	25.9220779221	3.1340570477	17.2925834689	5.3766666667	0.2145907073	0.0400553089	0.9654371609	0.3372346254	0.0413448654	0.3863005199
1882	chr10	82822721	82822940	82822830	8	promoter-TSS (uc007gkg.2)	promoter-TSS (NM_026579)	-136	uc007gkg.2	D10Wsu102e	hypothetical protein LOC28109	8.06	1.01	1.01	10.08	6.05	6.05	1.01	2.02	1882-Per1_n3R16	0	burg	1	22.0552486188	3.1778837103	17.2953104858	5.3766666667	0.4145232085	0.2844172548	0.6278050187	0.089907015	0.018455361	0.1724353305
1883	chr10	19886611	19886970	19886800	10	intron (uc011xba.1, intron 1 of 17)	B1F|SINE|Alu	-3796	uc007enp.1	AK138667	Mus musculus adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330048D23 product:unclassifiable, full insert sequence.	6.05	1.01	1.01	14.11	2.02	8.06	2.02	5.04	1883-Per1_n3R16	0	burg	1	23.4823529412	2.597086839	15.6497074991	5.3766666667	0.150658197	-0.0380844258	0.8767407334	0.4795912477	0.0546036674	0.510182459
1884	chr5	143033351	143033650	143033450	9	Intergenic	Intergenic	-6469	uc009ait.1	Radil	ras-associating and dilute domain-containing	2.02	1.01	0	5.04	10.08	14.11	2.02	4.03	1884-Per1_n3R16	1	burg	1	25.106918239	5.6133793382	18.1960111736	5.3766666667	0.7517155592	0.696541239	0.9536632088	0.0018935325	0.0054010607	0.0504641269
1885	chr8	109094401	109094690	109094570	11	Intergenic	MTD|LTR|MaLR	-32723	uc009ngi.1	Cdh1	cadherin-1	6.05	2.02	1.01	13.1	6.05	4.03	2.02	10.08	1885-Per1_n3R16	0	burg	1	21.8142076503	3.5336857827	15.3951183343	5.3766666667	0.3785766544	0.2404825776	0.7310770548	0.1175557946	0.021172571	0.1978232391
1886	chr12	113332871	113333141	113332985	8	Intergenic	RMER12|LTR|ERVK	-11888	uc007pek.1	Aspg	60 kDa lysophospholipase	2.02	6.05	2.02	9.07	5.04	8.06	2.02	9.07	1886-Per1_n3R16	0	default	1	24	1.3971590716	15.1969918267	5.3766666667	0.1469635802	-0.0426000687	0.5033288578	0.4890509205	0.0555018118	0.5185741571
1887	chr3	28620711	28621180	28620855	11	intron (uc008oua.2, intron 8 of 10)	intron (NM_031197, intron 8 of 10)	24120	uc008oua.2	Slc2a2	solute carrier family 2, facilitated glucose	2.02	6.05	0	17.13	5.04	2.02	4.03	17.13	1887-Per1_n3R16	0	burg	1	22.8114285714	4.4660543917	12.8456152654	5.3766666667	0.3205724819	0.169588589	1.0470321953	0.1756483591	0.0264428304	0.2470652402
1888	chr9	57512481	57512800	57512665	9	Intergenic	Intergenic	18822	uc009pvm.1	Cyp1a2	cytochrome P450 1A2	2.02	2.02	0	12.09	6.05	10.08	3.02	13.1	1888-Per1_n3R16	1	default	1	24	3.7998495814	16.0029018462	5.3766666667	0.4143174743	0.2841658019	0.8285955348	0.0900492708	0.018455361	0.1724353305
1889	chr9	71546851	71547270	71547065	10	intron (uc009qpc.1, intron 8 of 18)	intron (NM_026599, intron 8 of 18)	72349	uc009qpc.1	Cgnl1	cingulin-like protein 1	2.02	1.01	1.01	19.15	1.01	8.06	5.04	13.1	1889-Per1_n3R16	0	burg	1	23.2093023256	4.5242616308	13.6046824746	5.3766666667	0.2369586747	0.0673939358	1.2369202574	0.2961189953	0.0376096046	0.3514005828
1890	chr19	55213791	55214071	55213910	11	Intergenic	Intergenic	-39994	uc008hxk.1	Gpam	glycerol-3-phosphate acyltransferase 1,	1.01	4.03	2.02	15.12	4.03	6.05	4.03	17.13	1890-Per1_n3R16	0	burg	1	23.2093023256	3.8351903869	13.0793207455	5.3766666667	0.3563921284	0.2133681569	0.8635570006	0.1376562904	0.0229427151	0.2143623558
1891	chr17	87688761	87689060	87688945	10	intron (uc008duv.2, intron 1 of 19)	intron (NM_028639, intron 1 of 19)	6684	uc008duv.2	Ttc7	tetratricopeptide repeat protein 7A	2.02	5.04	2.02	12.09	8.06	3.02	4.03	7.05	1891-Per1_n3R16	0	burg	1	23.0751445087	3.6741693135	13.4549815588	5.375	0.5141734018	0.4062119355	0.6813416388	0.0388298574	0.0126387379	0.1180884488
1892	chr16	33829161	33829560	33829420	11	promoter-TSS (uc007zan.2)	promoter-TSS (NM_001145884)	-391	uc007zan.2	Itgb5	integrin beta-5 isoform 2	2.02	3.02	0	15.12	8.06	4.03	0	5.04	1892-Per1_n3R16	0	burg	1	23.0751445087	4.9152473105	14.2350224899	5.375	0.4922702513	0.3794414183	0.9292272087	0.0473529179	0.0137262824	0.1282497829
1893	chr6	142407951	142408210	142408045	9	exon (uc009epi.2, exon 4 of 17)	exon (NM_145572, exon 4 of 17)	13549	uc009epi.2	Gys2	glycogen [starch] synthase, liver	4.03	2.02	3.02	10.08	4.03	9.07	0	10.08	1893-Per1_n3R16	0	mle	1	25.106918239	2.1040360145	15.8228297165	5.375	0.2735018392	0.1120578034	0.5694469594	0.2374407943	0.031940982	0.298436525
1894	chr6	142616261	142616670	142616455	9	intron (uc009epp.1, intron 14 of 39)	intron (NM_021042, intron 14 of 39)	34329	uc009epp.1	Abcc9	ATP-binding cassette sub-family C member 9	3.02	3.02	2.02	9.07	1.01	14.11	0	8.06	1894-Per1_n3R16	1	burg	1	27.7222222222	2.7260128113	18.3544666711	5.375	0.183611367	0.0021916708	0.8704993811	0.4013620177	0.047290062	0.4418487121
1895	chr11	78237951	78238270	78238055	9	Intergenic	Intergenic	-2423	uc007kjf.1	Slc13a2	solute carrier family 13 member 2	5.04	1.01	0	11.08	6.05	9.07	0	12.09	1895-Per1_n3R16	1	default	1	24	3.6562486596	16.9227413095	5.375	0.4599128632	0.3398934995	0.7391759648	0.0625298306	0.0155777167	0.1455484251
1896	chr11	120434461	120434810	120434560	7	promoter-TSS (uc007mti.1)	promoter-TSS (NM_011032)	-385	uc007mti.1	P4hb	protein disulfide-isomerase precursor	5.04	4.03	2.02	6.05	8.06	7.05	0	1.01	1896-Per1_n3R16	0	burg	1	23.6213017751	2.3232819023	18.0490418887	5.375	0.754445759	0.6998781499	0.3693523095	0.0018016212	0.0054010607	0.0504641269
1897	chr10	80445181	80445640	80445325	14	intron (uc007gfm.1, intron 2 of 3)	intron (NM_010319, intron 2 of 3)	18700	uc007gfm.1	Gng7	guanine nucleotide-binding protein	1.01	0	0	18.14	8.06	5.04	1.01	3.02	1897-Per1_n3R16	0	burg	1	23.2093023256	6.6968966574	14.2093155713	5.375	0.5652548386	0.4686448027	1.1939421639	0.0235535518	0.0105261033	0.0983493141
1898	chr13	112541361	112541690	112541565	14	exon (uc007rwa.1, exon 18 of 20)	exon (NM_011945, exon 18 of 20)	57666	uc007rwa.1	Map3k1	mitogen-activated protein kinase kinase kinase	3.02	0	1.01	17.13	6.05	5.04	1.01	7.05	1898-Per1_n3R16	0	burg	1	22.8114285714	5.5431139118	14.3226084039	5.375	0.4834693979	0.3686848196	1.0530894054	0.0511602025	0.0142732666	0.1333604606
1899	chr17	27673731	27674070	27673905	12	Intergenic	Intergenic	-19619	uc012aod.1	Hmga1	high mobility group protein HMG-I/HMG-Y isoform	0	1.01	1.01	17.13	5.04	8.06	1.01	6.05	1899-Per1_n3R16	0	burg	1	23.9041916168	5.2977936396	13.8136825904	5.375	0.4285702944	0.3015859154	1.1071944285	0.0805995579	0.0174667449	0.1631983216
1900	chr5	124304531	124304781	124304645	11	Intergenic	Intergenic	10862	uc008zop.2	Niacr1	G-protein coupled receptor 109A	1.01	1.01	1.01	17.13	3.02	9.07	1.01	9.07	1900-Per1_n3R16	1	default	1	24	4.4784257862	13.9132397043	5.375	0.2994931831	0.1438250016	1.1124968224	0.2015373978	0.0287770919	0.268875118
1901	chr11	4117901	4118350	4118005	11	promoter-TSS (uc007hur.1)	promoter-TSS (NM_028022)	-129	uc007hur.1	Gatsl3	GATS-like protein 3	5.04	3.02	0	17.13	5.04	2.02	1.01	1.01	1901-Per1_n3R16	0	burg	1	22.0552486188	4.4970468146	14.1442646237	5.375	0.3219522538	0.1712749769	1.0305508809	0.1740488849	0.0263039749	0.2457678619
1902	chr4	148455701	148456020	148455875	12	intron (uc008vvp.1, intron 1 of 8)	intron (NM_019781, intron 1 of 8)	18061	uc008vvp.1	Pex14	peroxisomal membrane protein PEX14	0	1.01	0	15.12	8.06	8.06	1.01	3.02	1902-Per1_n3R16	1	burg	1	23.4823529412	5.6033089497	14.7523735421	5.375	0.5573731695	0.4590116517	1.0364698584	0.0255369961	0.010769069	0.1006194336
