ID	Chr	Start	End	Summit	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Bmal1_CT0/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT4/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT8/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT12/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT16/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_CT20/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_KO/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	Bmal1_Input/ Tag Count in given bp (7765770.0 Total, normalization factor = 1.29, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
3642	chr17	28424721	28424940	28424830	9	intron (uc008bqj.1, intron 3 of 3)	intron (NM_011145, intron 3 of 7)	-25645	uc012aof.1	Fance	Fanconi anemia, complementation group E isoform	5.15	11.59	11.59	1.29	5.15	0	1.29	1.29	3642-Bmal1_n3R1	1	default	1	24	4.5343443083	5.9653512792	5.795	0.5549161106	0.4560085797	0.7777230177	0.0261811329	0.0004852637	0.0343844005
3643	chr17	34783891	34784160	34784000	9	promoter-TSS (uc008cdh.2)	promoter-TSS (NM_017406)	-100	uc008cdh.2	Atf6b	cyclic AMP-dependent transcription factor ATF-6	6.44	3.86	12.88	7.73	0	3.86	0	0	3643-Bmal1_n3R1	0	burg	1	23.9041916168	3.6835156937	7.652201697	5.795	0.4413705016	0.317230613	0.6881905927	0.0727875987	0.0011712947	0.0829945953
3644	chr18	13019631	13019830	13019720	9	intron (uc008ecu.1, intron 15 of 27)	intron (NM_207530, intron 15 of 27)	80499	uc008ecu.1	Osbpl1a	oxysterol-binding protein-related protein 1	5.15	9.01	11.59	7.73	0	1.29	0	0	3644-Bmal1_n3R1	0	mle	1	23.7619047619	5.176854198	7.1911746037	5.795	0.8632761744	0.8328931021	0.7113385911	0.0001292108	0.000035723	0.0025312284
3645	chr1	164893771	164894110	164894000	8	intron (uc007dhe.1, intron 6 of 8)	intron (NM_008030, intron 6 of 8)	20682	uc007dhe.1	Fmo3	dimethylaniline monooxygenase [N-oxide-forming]	3.86	12.88	10.3	3.86	2.58	1.29	0	0	3645-Bmal1_n3R1	0	burg	1	22.8114285714	5.0814880519	6.7185489476	5.795	0.7516042817	0.6964052331	0.7341921556	0.0018973545	7.4714273985E-005	0.00529404
3646	chr1	172468921	172469170	172469070	8	intron (uc011wvt.1, intron 1 of 9)	L2c|LINE|L2	50935	uc011wvt.1	Nos1ap	carboxyl-terminal PDZ ligand of neuronal nitric	6.44	10.3	11.59	3.86	1.29	1.29	1.29	2.58	3646-Bmal1_n3R1	0	burg	1	23.2093023256	4.9227370015	6.2848807481	5.795	0.8264777365	0.7879172335	0.6996319219	0.0003776578	4.18974171287E-005	0.0029687313
3647	chr8	41982141	41982450	41982350	8	intron (uc009lng.1, intron 1 of 11)	intron (NM_001044740, intron 1 of 11)	-29292	uc009lni.2	Pdgfrl	platelet-derived growth factor receptor-like	15.45	6.44	11.59	1.29	0	0	0	3.86	3647-Bmal1_n3R1	0	default	1	24	4.9990063078	3.4310194101	5.795	0.4290338739	0.3021525126	1.0321975729	0.0803057321	0.001276141	0.0904237074
3648	chr8	128438401	128438740	128438500	8	intron (uc009nyq.1, intron 1 of 9)	intron (NM_145608, intron 1 of 9)	4220	uc009nyq.1	BC021891	mitogen-activated protein kinase kinase kinase	11.59	5.15	11.59	2.58	0	3.86	0	0	3648-Bmal1_n3R1	0	mle	1	25.106918239	3.566699127	2.6664795215	5.795	0.3956489028	0.261348659	0.7562708555	0.1037055304	0.0016066515	0.1138427365
3649	chr8	129329521	129329710	129329615	8	Intergenic	Intergenic	-43305	uc009nyz.1	AK041328	Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630001O12 product:unclassifiable, full insert sequence.	10.3	7.73	10.3	3.86	1.29	1.29	0	1.29	3649-Bmal1_n3R1	0	burg	1	27.3424657534	3.6638927487	2.269975603	5.795	0.621075682	0.536870278	0.6633698633	0.0126907167	0.0002689254	0.019055284
3650	chr9	83430461	83430890	83430560	8	Intergenic	RMER19B|LTR|ERVK	-11270	uc009qwl.1	Sh3bgrl2	SH3 domain-binding glutamic acid-rich-like	5.15	10.3	12.88	1.29	3.86	1.29	0	2.58	3650-Bmal1_n3R1	0	burg	1	23.7619047619	4.6295433895	6.0611168759	5.795	0.6001695634	0.5113183552	0.7562708555	0.016159999	0.0003254471	0.0230602528
3651	chr10	11018191	11018500	11018390	8	TTS (uc007ejt.2)	TTS (NM_027968)	17217	uc007ejt.2	Fbxo30	F-box only protein 30	7.73	9.01	12.88	3.86	0	1.29	0	3.86	3651-Bmal1_n3R1	1	burg	1	23.4823529412	5.1934855885	6.0319183944	5.795	0.7533426001	0.6985298445	0.7778053336	0.0018383308	7.35332333167E-005	0.0052103548
3652	chr10	79786581	79786780	79786680	8	promoter-TSS (uc007gcr.2)	exon (NM_008793, exon 9 of 15)	-808	uc007gcr.2	Pcsk4	SubName: Full=Putative uncharacterized protein;	10.3	7.73	6.44	6.44	3.86	0	1.29	0	3652-Bmal1_n3R1	0	default	1	24	2.2508033251	5.2882112582	5.795	0.3148518448	0.1625966992	0.5555940338	0.1824022609	0.0026974982	0.1911370171
3653	chr11	109963051	109963270	109963160	8	3' UTR (uc007mdh.1, exon 39 of 39)	3' UTR (NM_147220, exon 39 of 39)	-5909	uc007mdg.2	Abca8a	ATP-binding cassette sub-family A member 8-A	6.44	10.3	10.3	1.29	5.15	1.29	0	0	3653-Bmal1_n3R1	1	default	1	24	3.5536465447	5.2182654958	5.795	0.5175765481	0.4103713366	0.6379843614	0.037620785	0.0006590502	0.0466984176
3654	chr12	76963891	76964200	76964045	8	intron (uc007nxp.1, intron 2 of 115)	intron (NM_001005510, intron 2 of 115)	44740	uc007nxp.1	Syne2	nesprin-2	10.3	11.59	12.88	0	0	0	1.29	2.58	3654-Bmal1_n3R1	0	default	1	24	6.3835498635	4.4466717151	5.795	0.7172258071	0.6543870976	1.0082250568	0.0034000004	0.0001040996	0.0073761997
3655	chr14	25306181	25306370	25306275	8	promoter-TSS (uc007sqy.1)	promoter-TSS (NM_001081247)	-7	uc007sqy.1	Polr3a	DNA-directed RNA polymerase III subunit RPC1	9.01	10.3	7.73	3.86	2.58	1.29	0	0	3655-Bmal1_n3R1	1	mle	1	26.6133333333	3.4770419681	2.530907092	5.795	0.7391552582	0.68118976	0.5841310421	0.0023643915	8.35887881696E-005	0.0059228627
3656	chr14	61255401	61255691	61255595	8	intron (uc011zna.1, intron 1 of 12)	intron (NM_001033272, intron 1 of 12)	1980	uc011zna.1	Spata13	spermatogenesis-associated protein 13	10.3	12.88	10.3	1.29	0	0	1.29	1.29	3656-Bmal1_n3R1	0	burg	1	23.3450292398	6.2087106121	4.7042307996	5.795	0.7776878534	0.7282851541	0.9405486345	0.0011516867	5.91996496418E-005	0.004194718
3657	chr15	81690001	81690330	81690105	8	Intergenic	CpG	-1409	uc007wxm.1	Tob2	protein Tob2	11.59	6.44	10.3	2.58	0	3.86	1.29	1.29	3657-Bmal1_n3R1	0	mle	1	25.106918239	3.8001183328	2.30838129	5.795	0.5222097355	0.4160341212	0.7113385911	0.0360220009	0.0006354154	0.0450237189
3658	chr17	25015011	25015230	25015120	8	promoter-TSS (uc008ayn.1)	promoter-TSS (NM_008340)	-595	uc008ayn.1	Igfals	insulin-like growth factor-binding protein	7.73	10.3	11.59	0	1.29	3.86	0	1.29	3658-Bmal1_n3R1	0	burg	1	23.6213017751	4.861545937	4.2840236686	5.795	0.6720444327	0.5991654177	0.7562708555	0.0066247201	0.0001634292	0.0115801275
3659	chr17	67230221	67230610	67230505	8	intron (uc008dka.2, intron 14 of 30)	intron (NM_008984, intron 14 of 30)	166619	uc008dkd.1	AK006039	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700016K05 product:unclassifiable, full insert sequence.	1.29	6.44	15.45	6.44	1.29	3.86	1.29	1.29	3659-Bmal1_n3R1	0	burg	1	22.6818181818	5.5570634001	8.6178788137	5.795	0.6864511581	0.6167736377	0.8287355953	0.0054121946	0.0001413633	0.010016599
3660	chr18	67608291	67608600	67608470	8	intron (uc008fmf.1, intron 1 of 16)	CpG	345	uc008fmf.1	Afg3l2	AFG3-like protein 2	5.15	10.3	12.88	2.58	3.86	0	0	0	3660-Bmal1_n3R1	1	mle	1	23.6213017751	4.9646530836	6.6614365344	5.795	0.6815358192	0.6107660013	0.767113663	0.0058046049	0.0001487245	0.0105381907
3661	chr1	177622821	177623030	177622925	7	promoter-TSS (uc007dtq.1)	promoter-TSS (NM_010098)	-204	uc007dtq.1	Opn3	opsin-3	6.44	5.15	9.01	6.44	5.15	2.58	0	0	3661-Bmal1_n3R1	0	mle	1	24.3414634146	2.0223322164	8.295891333	5.795	0.5864309466	0.4945267126	0.3329499714	0.0188133507	0.0003688892	0.0261384369
3662	chr2	84603091	84603380	84603185	7	Intergenic	Intergenic	12351	uc008kje.2	Serping1	plasma protease C1 inhibitor precursor	11.59	10.3	7.73	1.29	3.86	0	0	3.86	3662-Bmal1_n3R1	0	default	1	24	4.0494385695	3.2962164842	5.795	0.5421331929	0.4403850135	0.7562708555	0.0297389906	0.0005397742	0.0382468608
3663	chr2	143899961	143900290	143900060	7	TTS (uc008mqo.1)	TTS (NM_207275)	-5583	uc008mqp.1	AK085768	Mus musculus 16 days neonate heart cDNA, RIKEN full-length enriched library, clone:D830006B11 product:unclassifiable, full insert sequence.	10.3	7.73	6.44	6.44	3.86	0	1.29	1.29	3663-Bmal1_n3R1	0	default	1	24	2.2508033251	5.2882112582	5.795	0.3148518448	0.1625966992	0.5555940338	0.1824022609	0.0026974982	0.1911370171
3664	chr3	27081791	27082020	27081905	7	promoter-TSS (uc008otl.1)	promoter-TSS (NM_178772)	-21	uc008otl.1	Nceh1	neutral cholesterol ester hydrolase 1	7.73	9.01	10.3	6.44	0	1.29	0	0	3664-Bmal1_n3R1	1	yule-walker	1	24.1939393939	4.425862748	5.8914208737	5.795	0.7898599867	0.743162206	0.6633698633	0.000893901	5.37746999863E-005	0.0038103216
3665	chr4	49572721	49572941	49572865	7	Intergenic	Intergenic	-10476	uc008svw.1	Aldob	fructose-bisphosphate aldolase B	5.15	11.59	10.3	2.58	5.15	0	0	2.58	3665-Bmal1_n3R1	1	mle	1	23.7619047619	4.2047695222	6.2648456387	5.795	0.5934744844	0.5031354809	0.6996319219	0.0174138637	0.0003468733	0.0245784484
3666	chr4	122770541	122770900	122770715	7	Intergenic	PB1D10|SINE|Alu	-11688	uc008uot.1	Bmp8b	bone morphogenetic protein 8B precursor	5.15	12.88	6.44	5.15	3.86	1.29	2.58	3.86	3666-Bmal1_n3R1	0	mle	1	24.490797546	3.4988144068	5.3950130004	5.795	0.5517700226	0.452163361	0.6120684161	0.0270242745	0.0004979604	0.0352840531
3667	chr4	135577651	135577900	135577795	7	promoter-TSS (uc008vhp.1)	promoter-TSS (NM_013736)	-211	uc008vhp.1	Tceb3	transcription elongation factor B polypeptide 3	11.59	5.15	10.3	2.58	3.86	1.29	0	0	3667-Bmal1_n3R1	0	default	1	24	2.550955711	4	5.795	0.2611611898	0.0969747876	0.6633698633	0.2561377859	0.0037140642	0.2631679789
3668	chr7	31065771	31066000	31065885	7	promoter-TSS (uc009gdx.2)	promoter-TSS (NM_146186)	-445	uc009gdx.2	Wdr62	WD repeat-containing protein 62	7.73	9.01	7.73	5.15	3.86	1.29	1.29	0	3668-Bmal1_n3R1	1	burg	1	26.091503268	2.7449118532	4.2326112865	5.795	0.7112699315	0.647107694	0.4580766631	0.0037343418	0.0001106363	0.007839373
3669	chr10	78173521	78173790	78173670	7	Intergenic	Lx8|LINE|L1	7383	uc007fyd.2	Casp14	caspase-14 precursor	11.59	6.44	7.73	1.29	3.86	3.86	2.58	3.86	3669-Bmal1_n3R1	0	burg	1	24.6419753086	3.1256190062	0.9728559264	5.795	0.5297056937	0.4251958479	0.5702652852	0.0335477767	0.0005967838	0.0422863971
3670	chr10	79349001	79349280	79349175	7	promoter-TSS (uc007gai.1)	promoter-TSS (NM_015779)	83	uc007gai.1	Elane	neutrophil elastase precursor	11.59	7.73	7.73	3.86	0	3.86	0	0	3670-Bmal1_n3R1	1	burg	1	25.5897435897	3.705699786	1.4709853615	5.795	0.6482218154	0.5700488855	0.6384851417	0.0090825974	0.0002075458	0.014706099
3671	chr10	80894481	80894920	80894630	7	Intergenic	Intergenic	-4782	uc007ghy.1	Nfic	nuclear factor 1 C-type isoform a	9.01	11.59	10.3	1.29	2.58	0	1.29	1.29	3671-Bmal1_n3R1	0	mle	1	24.490797546	4.8761794895	4.2468299669	5.795	0.6921419615	0.6237290641	0.7983592151	0.0049839909	0.000133884	0.009486637
3672	chr10	116872361	116872710	116872595	7	Intergenic	Intergenic	11956	uc007hdh.1	AK076673	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930408P19 product:unclassifiable, full insert sequence.	7.73	10.3	11.59	5.15	0	0	0	1.29	3672-Bmal1_n3R1	0	default	1	24	5.3998844105	5.9196357994	5.795	0.8330210306	0.795914593	0.7882708021	0.0003176713	0.000041248	0.0029227174
3673	chr13	40977951	40978230	40978055	7	Intergenic	B1F|SINE|Alu	-34913	uc007qeo.1	Gcnt2	N-acetyllactosaminide	5.15	10.3	6.44	6.44	5.15	1.29	0	1.29	3673-Bmal1_n3R1	1	mle	1	25.106918239	2.6789683272	6.3973276941	5.795	0.563471083	0.4664646571	0.4579368784	0.0239915651	0.0004517578	0.0320102658
3674	chr14	35431991	35432241	35432125	7	Intergenic	B1F2|SINE|Alu	-18788	uc007tbh.2	Opn4	melanopsin isoform 1	11.59	9.01	10.3	1.29	1.29	1.29	0	1.29	3674-Bmal1_n3R1	1	mle	1	24.6419753086	4.593195172	3.1885900954	5.795	0.6485164187	0.5704089562	0.7879464901	0.0090484188	0.0002068773	0.014658734
3675	chr15	81728261	81728570	81728475	7	intron (uc007wxp.1, intron 3 of 17)	intron (NM_080633, intron 3 of 17)	25522	uc007wxp.1	Aco2	aconitate hydratase, mitochondrial precursor	6.44	10.3	10.3	5.15	1.29	1.29	0	1.29	3675-Bmal1_n3R1	1	burg	1	23.4823529412	4.5358119077	6.2771362961	5.795	0.865906526	0.8361079762	0.6379843614	0.0001183953	3.5684139119E-005	0.0025284761
3676	chr17	5178541	5178741	5178655	7	intron (uc008aey.1, intron 4 of 19)	intron (NM_001085355, intron 4 of 19)	183567	uc008aey.1	Arid1b	AT rich interactive domain 1B (Swi1 like)	10.3	7.73	7.73	3.86	3.86	1.29	2.58	2.58	3676-Bmal1_n3R1	0	default	1	24	2.5900932401	4	5.795	0.4707097336	0.3530896744	0.5251449751	0.0570982218	0.0009428446	0.0668072767
3677	chr18	35712961	35713231	35713155	7	promoter-TSS (uc008emf.1)	promoter-TSS (NR_038073)	32	uc008emf.1	AK080350	Mus musculus 18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110061A14 product:hypothetical protein, full insert sequence.	11.59	9.01	6.44	3.86	2.58	1.29	0	0	3677-Bmal1_n3R1	1	mle	1	27.9160839161	3.4557089452	0.1592042299	5.795	0.6545103204	0.577734836	0.6250074599	0.0083744801	0.0001951477	0.0138276118
3678	chr18	35721561	35721890	35721730	7	promoter-TSS (uc008emg.2)	promoter-TSS (NM_010771)	-87	uc008emg.2	Matr3	matrin-3	5.15	11.59	10.3	1.29	5.15	1.29	0	0	3678-Bmal1_n3R1	0	burg	1	24.3414634146	3.8759388826	5.301849079	5.795	0.521910888	0.4156688631	0.6877260072	0.0361235014	0.000636671	0.04511269
3679	chr10	127048581	127048920	127048695	12	intron (uc007hjx.1, intron 2 of 88)	intron (NM_008512, intron 2 of 88)	9454	uc007hjx.1	Lrp1	prolow-density lipoprotein receptor-related	3.86	18.03	10.3	1.29	0	1.29	0	5.15	3679-Bmal1_n3R1	0	burg	1	22.9425287356	7.4468211711	5.6438573993	5.795	0.6968716844	0.6295098365	1.1092129601	0.004648569	0.0001271093	0.0090066024
3680	chr11	86815701	86815920	86815810	12	Intergenic	L2c|LINE|L2	-8546	uc007ktd.1	Ypel2	protein yippee-like 2	6.44	10.3	15.45	2.58	0	0	0	1.29	3680-Bmal1_n3R1	0	burg	1	23.4823529412	6.5922223074	6.3506158177	5.795	0.7512631155	0.6959882522	0.9747120412	0.0019091096	0.000074867	0.0053048647
3681	chr17	56416251	56416500	56416385	12	promoter-TSS (uc008dbm.2)	promoter-TSS (NM_174989)	-185	uc008dbm.2	Ticam1	TIR domain-containing adapter molecule 1	7.73	3.86	16.74	3.86	2.58	0	1.29	0	3681-Bmal1_n3R1	0	burg	1	23.3450292398	4.8211282989	7.7220214629	5.795	0.4265233698	0.2990841187	0.931795049	0.0819069512	0.0012971689	0.0919136828
3682	chrX	74678871	74679100	74678985	12	Intergenic	CpG	-77581	uc009tqo.1	Tbl1x	F-box-like/WD repeat-containing protein TBL1X	2.58	10.3	15.45	6.44	0	0	0	0	3682-Bmal1_n3R1	0	mle	1	23.9041916168	7.2506444018	7.3980801748	5.795	0.8688242321	0.8396740615	0.9747120412	0.0001072362	3.5684139119E-005	0.0025284761
3683	chr5	130451071	130451321	130451210	11	intron (uc008ztr.1, intron 1 of 2)	L2|LINE|L2	27502	uc008ztt.1	Gusb	beta-glucuronidase precursor	9.01	6.44	15.45	2.58	0	1.29	0	1.29	3683-Bmal1_n3R1	1	yule-walker	1	23.6213017751	5.1467728342	5.9688284144	5.795	0.521118215	0.4147000406	0.9136166029	0.0363938024	0.0006402261	0.0453645888
3684	chr8	3500321	3500550	3500435	11	promoter-TSS (uc009krq.1)	promoter-TSS (NM_053177)	-84	uc009krq.1	Mcoln1	mucolipin-1	6.44	5.15	2.58	14.16	3.86	2.58	0	0	3684-Bmal1_n3R1	0	burg	1	22.6818181818	2.553850929	12.6467732651	5.795	0.2113467592	0.0360904834	0.687447394	0.3435479927	0.0049304081	0.3493546282
3685	chr1	67172111	67172380	67172220	10	intron (uc007biy.1, intron 1 of 37)	intron (NM_001080809, intron 1 of 37)	2605	uc007biy.1	Cps1	carbamoyl-phosphate synthase [ammonia],	3.86	15.45	10.3	2.58	1.29	1.29	1.29	2.58	3685-Bmal1_n3R1	0	burg	1	22.9425287356	6.2026750527	6.0515761023	5.795	0.7181211886	0.6554814527	0.9136166029	0.003351822	0.0001033222	0.0073211172
3686	chr1	166345681	166345910	166345730	10	intron (uc007din.2, intron 13 of 13)	intron (NM_138314, intron 13 of 13)	42691	uc007dip.1	Atp1b1	sodium/potassium-transporting ATPase subunit	7.73	3.86	14.16	5.15	2.58	1.29	0	1.29	3686-Bmal1_n3R1	0	burg	1	23.4823529412	3.7942839113	7.7283356325	5.795	0.4279954164	0.3008832867	0.7338439447	0.0809650876	0.0012848928	0.0910438341
3687	chr2	155652571	155652721	155652605	10	promoter-TSS (uc008nll.1)	promoter-TSS (NM_010579)	15	uc008nll.1	Eif6	eukaryotic translation initiation factor 6	11.59	6.44	9.01	1.29	5.15	1.29	0	0	3687-Bmal1_n3R1	0	default	1	24	2.6574564981	2.9149471793	5.795	0.2966300855	0.1403256601	0.6508008992	0.2052707394	0.0030113067	0.2133725883
3688	chr3	130317401	130317630	130317515	10	Intergenic	Intergenic	-2851	uc012cxv.1	Agxt2l1	alanine--glyoxylate aminotransferase 2-like 1	5.15	5.15	12.88	5.15	5.15	1.29	3.86	1.29	3688-Bmal1_n3R1	0	mle	1	24.0481927711	3.6911985567	8.3150378174	5.795	0.5863423375	0.4944184125	0.5984229115	0.0188314964	0.0003691589	0.0261575417
3689	chr7	146745661	146746000	146745795	10	intron (uc009kfq.2, intron 11 of 15)	RSINE1|SINE|B4	22866	uc012fvu.1	Nkx6-2	NK6 transcription factor related, locus 2	5.15	10.3	15.45	1.29	1.29	1.29	0	1.29	3689-Bmal1_n3R1	0	burg	1	23.3450292398	6.0841965688	6.3491825693	5.795	0.6730592966	0.600405807	0.9314519754	0.006532967	0.000161688	0.011456753
3690	chr7	147903211	147903401	147903315	10	Intergenic	Intergenic	13154	uc009kib.1	Olfr541	olfactory receptor 541	6.44	5.15	12.88	5.15	3.86	1.29	1.29	0	3690-Bmal1_n3R1	1	default	1	24	3.6139918111	7.690628009	5.795	0.5549434795	0.4560420305	0.6120684161	0.0261738891	0.0004852365	0.0343824735
3691	chr9	9096901	9097260	9097005	10	intron (uc012gnz.1, intron 4 of 22)	RMER13A|LTR|ERVK	-139208	uc009odq.1	AK143934	Mus musculus adult male kidney cDNA, RIKEN full-length enriched library, clone:F530002G13 product:hypothetical protein, full insert sequence.	3.86	2.58	14.16	11.59	1.29	1.29	0	5.15	3691-Bmal1_n3R1	1	burg	1	23.0751445087	5.951396751	9.8334155903	5.795	0.7039549443	0.6381671542	0.8861546403	0.0041793636	0.0001187493	0.0084142395
3692	chr9	63897251	63897650	63897480	10	Intergenic	Intergenic	-27584	uc009qbk.2	Smad6	mothers against decapentaplegic homolog 6	3.86	18.03	5.15	2.58	0	5.15	1.29	5.15	3692-Bmal1_n3R1	0	burg	1	22.9425287356	5.9045307338	4.5225161982	5.795	0.5242579405	0.4185374829	0.9917712839	0.0353323047	0.0006250871	0.0442918866
3693	chr9	121832791	121832970	121832825	10	Intergenic	Intergenic	-7457	uc009sef.2	Cyp8b1	7-alpha-hydroxycholest-4-en-3-one	6.44	5.15	10.3	5.15	5.15	2.58	0	1.29	3693-Bmal1_n3R1	0	mle	1	24.1939393939	2.1940332122	7.7572592882	5.795	0.4760113191	0.35956939	0.4003510135	0.0545693242	0.00090679	0.0642525455
3694	chr10	75398211	75398511	75398385	10	5' UTR (uc007ftr.1, exon 1 of 4)	promoter-TSS (NM_175329)	201	uc007ftr.1	Chchd10	coiled-coil-helix-coiled-coil-helix	9.01	2.58	16.74	2.58	3.86	0	0	0	3694-Bmal1_n3R1	1	default	1	24	3.9920885417	7.2136698955	5.795	0.2694931905	0.107158344	0.9662679974	0.2433936305	0.0035378206	0.2506798561
3695	chr11	78312511	78312790	78312675	10	promoter-TSS (uc007kjk.2)	promoter-TSS (NM_011707)	28	uc007kjk.2	Vtn	vitronectin precursor	3.86	9.01	15.45	2.58	1.29	2.58	0	3.86	3695-Bmal1_n3R1	1	yule-walker	1	22.6818181818	5.6872495612	7.1666579048	5.795	0.6669458757	0.592933848	0.8578139635	0.0071009536	0.0001724795	0.0122214044
3696	chr11	97416621	97416820	97416720	10	intron (uc007lee.1, intron 1 of 19)	intron (NM_018873, intron 1 of 19)	19720	uc007lee.1	Srcin1	SRC kinase signaling inhibitor 1	10.3	12.88	3.86	3.86	1.29	2.58	0	2.58	3696-Bmal1_n3R1	0	mle	1	25.106918239	4.3177215618	1.7638726689	5.795	0.6472739391	0.56889037	0.7341921556	0.0091932478	0.0002091072	0.0148167374
3697	chr16	4558661	4558930	4558770	10	intron (uc007xzv.1, intron 1 of 6)	CpG	925	uc007xzv.1	Tcfap4	transcription factor AP-4	12.88	14.16	2.58	5.15	0	0	1.29	0	3697-Bmal1_n3R1	0	burg	1	27.5310344828	5.2012029895	0.1958494962	5.795	0.5519209927	0.45234788	0.9915135367	0.0269833389	0.0004976071	0.0352590194
3698	chr2	4821681	4822050	4821895	9	intron (uc008ifb.1, intron 7 of 8)	B4|SINE|B4	-18177	uc008ifd.2	Phyh	phytanoyl-CoA dioxygenase, peroxisomal	6.44	16.74	9.01	1.29	1.29	0	2.58	2.58	3698-Bmal1_n3R1	0	burg	1	23.2093023256	6.5556836461	5.1757185992	5.795	0.6946092355	0.6267446212	1.0079715169	0.0048067501	0.0001303315	0.0092349183
3699	chr4	53172841	53173090	53172930	9	promoter-TSS (uc008swu.1)	promoter-TSS (NM_013454)	-198	uc008swu.1	Abca1	ATP-binding cassette sub-family A member 1	3.86	9.01	12.88	2.58	5.15	1.29	0	1.29	3699-Bmal1_n3R1	0	burg	1	23.3450292398	4.2091941109	7.3163196016	5.795	0.5819927847	0.4891022925	0.6878190937	0.0197390843	0.0003845276	0.0272465283
3700	chr5	81997871	81998100	81997985	9	intron (uc008xwp.1, intron 10 of 27)	intron (NM_198702, intron 10 of 27)	-226860	uc008xws.1	AK046304	Mus musculus 6 days neonate head cDNA, RIKEN full-length enriched library, clone:5430402I23 product:unclassifiable, full insert sequence.	6.44	9.01	11.59	3.86	2.58	1.29	0	1.29	3700-Bmal1_n3R1	0	burg	1	23.4823529412	4.2239342194	6.4316447428	5.795	0.7665509973	0.7146734411	0.6250074599	0.0014350403	6.56484837901E-005	0.004651664
3701	chr7	108215221	108215460	108215325	9	Intergenic	Intergenic	-41949	uc009ioc.2	Fchsd2	FCH and double SH3 domains protein 2 isoform 1	3.86	11.59	12.88	6.44	0	0	1.29	1.29	3701-Bmal1_n3R1	0	mle	1	23.6213017751	6.5328378904	7.0750369781	5.795	0.898040135	0.8753823872	0.8773680264	3.45089411161E-005	2.92607679786E-005	0.0020733344
3702	chr8	13338161	13338461	13338330	9	Intergenic	Intergenic	-1354	uc009kxt.1	Tfdp1	transcription factor Dp-1	3.86	5.15	15.45	5.15	2.58	2.58	1.29	0	3702-Bmal1_n3R1	0	burg	1	22.5536723164	4.7736988723	8.6039641252	5.795	0.5992660842	0.5102141029	0.7667804025	0.0163249722	0.0003283759	0.0232677765
3703	chr8	89025301	89025551	89025415	9	Intergenic	Intergenic	65080	uc009mqk.1	Abcc12	multidrug resistance-associated protein 9	5.15	9.01	12.88	5.15	1.29	1.29	0	2.58	3703-Bmal1_n3R1	0	burg	1	23.2093023256	5.1124031335	7.1655942921	5.795	0.8351288804	0.7984908538	0.7113385911	0.0003000203	4.07794584107E-005	0.0028895159
3704	chr10	41997801	41998030	41997915	9	Intergenic	CpG-998	-1367	uc007eyl.1	Foxo3	forkhead box protein O3	7.73	11.59	5.15	5.15	3.86	1.29	0	0	3704-Bmal1_n3R1	0	burg	1	26.6133333333	2.8538412509	2.7229012771	5.795	0.5181438498	0.4110647054	0.5555940338	0.037422115	0.0006559803	0.0464808908
3705	chr11	86940531	86940750	86940640	9	promoter-TSS (uc007ktm.1)	promoter-TSS (NM_197987)	61	uc007ktm.1	Trim37	E3 ubiquitin-protein ligase TRIM37	6.44	11.59	9.01	6.44	1.29	0	0	0	3705-Bmal1_n3R1	0	default	1	24	4.7851425837	6.1950408611	5.795	0.8221902525	0.7826769753	0.6996319219	0.0004215024	4.27095306277E-005	0.0030262753
3706	chr11	115866711	115867040	115866895	9	exon (uc007mjh.1, exon 33 of 40)	exon (NM_001005608, exon 33 of 40)	7158	uc007mjn.1	Galk1	galactokinase	5.15	9.01	14.16	2.58	1.29	2.58	0	1.29	3706-Bmal1_n3R1	0	burg	1	23.0751445087	5.151692235	6.5892346359	5.795	0.6829716117	0.6125208588	0.7771478396	0.0056877656	0.0001469165	0.0104100802
3707	chr13	55492051	55492230	55492140	9	Intergenic	Intergenic	-8869	uc007qqs.1	Slc34a1	sodium-dependent phosphate transport protein 2A	3.86	11.59	10.3	6.44	1.29	1.29	0	1.29	3707-Bmal1_n3R1	0	mle	1	23.9041916168	5.0995394818	6.7849192059	5.795	0.8595247987	0.8283080872	0.6996319219	0.0001459481	0.000035723	0.0025312284
