ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Clock_CT0/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT4/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT8/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT12/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT16/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_CT20/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_KO/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	Clock_Input/ Tag Count in given bp (12647118.0 Total, normalization factor = 0.79, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
2313	chr9	43564051	43564390	43564195	7	intron (uc009pbj.1, intron 1 of 5)	intron (NM_021424, intron 1 of 5)	11561	uc009pbj.1	Pvrl1	poliovirus receptor-related protein 1 precursor	5.53	3.16	3.95	7.91	4.74	2.37	2.37	5.53	2313-Clock_n3R15	0	burg	1	22.9425287356	1.4554726988	13.0482234209	4.61	0.3345699121	0.1866965592	0.3891377296	0.1599414219	0.0293967356	0.2304511196
2314	chr11	94023601	94023880	94023770	7	Intergenic	Intergenic	-49028	uc007kyf.1	Tob1	protein Tob1	4.74	3.95	7.12	4.74	1.58	5.53	0	1.58	2314-Clock_n3R15	0	burg	1	23.0751445087	1.167895523	6.2691273016	4.61	0.2377678398	0.0683829153	0.3629415795	0.2947085318	0.0467823199	0.3667426933
2315	chr13	51993001	51993251	51993120	7	Intergenic	Intergenic	51082	uc007qmq.2	Gadd45g	growth arrest and DNA damage-inducible protein	7.12	4.74	4.74	3.16	3.16	4.74	0.79	1.58	2315-Clock_n3R15	0	mle	1	24.6419753086	1.4915000846	24.6360768789	4.61	0.7046521592	0.6390193057	0.2877193205	0.0041352531	0.0026043552	0.0204164362
2316	chr15	25870361	25870760	25870570	7	intron (uc007vjf.1, intron 3 of 8)	promoter-TSS (NM_025459)	-43561	uc007vjk.1	Zfp622	zinc finger protein 622	3.16	3.95	4.74	8.7	4.74	2.37	0.79	1.58	2316-Clock_n3R15	1	burg	1	23.0751445087	2.3793264147	11.7893787432	4.61	0.7208039785	0.6587604182	0.4367006161	0.0032106393	0.0022986623	0.0180200045
2317	chr16	23517771	23518180	23517870	7	intron (uc007ytr.1, intron 1 of 15)	intron (NM_008555, intron 1 of 15)	-2417	uc007ytv.1	AK144897	Mus musculus lung RCB-0558 LLC cDNA, RIKEN full-length enriched library, clone:G730049K06 product:unclassifiable, full insert sequence.	1.58	4.74	8.7	5.53	2.37	4.74	0	1.58	2317-Clock_n3R15	0	burg	1	22.9425287356	2.4644221962	8.9431690705	4.61	0.5918348269	0.5011314551	0.499440134	0.0177321646	0.0064770704	0.0507759823
2318	chr16	93588551	93588820	93588705	7	intron (uc007zzq.2, intron 8 of 11)	intron (NM_145482, intron 8 of 11)	15375	uc007zzq.2	Setd4	SET domain-containing protein 4	6.33	4.74	4.74	5.53	3.95	2.37	0	1.58	2318-Clock_n3R15	0	default	1	24	0.6694087741	6.8408779749	4.61	0.1747343313	-0.0086580396	0.2699438118	0.4213781424	0.0623762027	0.4889885026
2319	chr17	32066971	32067331	32067185	7	Intergenic	Intergenic	-74414	uc008bvr.1	Sik1	serine/threonine-protein kinase SIK1	8.7	4.74	5.53	4.74	2.37	1.58	0.79	0.79	2319-Clock_n3R15	0	default	1	24	1.4999445028	3.9926486715	4.61	0.2679378925	0.1052574241	0.499440134	0.2457342405	0.0406834652	0.3189316739
2320	chr19	8704771	8705071	8704980	7	Intergenic	Intergenic	12435	uc008gme.2	Slc22a6	solute carrier family 22 member 6	5.53	2.37	8.7	5.53	3.95	1.58	0	3.95	2320-Clock_n3R15	1	default	1	24	2.0950306985	9.2555499192	4.61	0.412781321	0.2822882812	0.5091456413	0.0911169928	0.0196873967	0.1543362727
2321	chr19	29200971	29201300	29201125	7	intron (uc008hda.1, intron 5 of 8)	intron (NM_021525, intron 5 of 8)	-8634	uc012bki.1	Mir101b	Mus musculus microRNA 101b (Mir101b), microRNA.	8.7	5.53	3.95	1.58	4.74	3.16	0.79	0.79	2321-Clock_n3R15	0	burg	1	25.106918239	2.1989083039	24.2852296658	4.61	0.5519337217	0.4523634376	0.4794400634	0.0269798897	0.0085185584	0.0667799085
2322	chr2	155720891	155721210	155720955	13	intron (uc012chf.1, intron 6 of 9)	MIRm|SINE|MIR	34996	uc012chf.1	Uqcc	ubiquinol-cytochrome c reductase complex	2.37	4.74	11.07	5.53	2.37	1.58	0.79	1.58	2322-Clock_n3R15	0	burg	1	22.6818181818	3.9362497608	9.0109206985	4.61	0.7889848158	0.7420925527	0.6962357738	0.0009107762	0.0012185774	0.0095528474
2323	chr12	88289621	88289850	88289735	12	intron (uc007oic.2, intron 1 of 3)	intron (NM_173735, intron 1 of 3)	1442	uc007oic.2	2310044G17Rik	hypothetical protein LOC217732	3.95	3.16	5.53	9.49	1.58	3.95	0	2.37	2323-Clock_n3R15	0	burg	1	22.6818181818	2.0488094297	10.9908824994	4.61	0.3607970337	0.2187519301	0.5373264399	0.1334671902	0.0257518095	0.2018772899
2324	chr15	75948951	75949180	75949065	12	TTS (uc007wip.2)	TTS (NM_001142968)	1560	uc007wio.1	Eppk1	epiplakin	5.53	9.49	3.95	3.95	2.37	2.37	0	0	2324-Clock_n3R15	1	yule-walker	1	24.0481927711	2.3773682586	3.9660825591	4.61	0.5529384014	0.4535913795	0.5281390598	0.0267087246	0.008468629	0.0663884951
2325	chr5	108309831	108310210	108309985	10	Intergenic	L1MB4|LINE|L1	-5894	uc008ynb.1	Evi5	ecotropic viral integration site 5 protein	10.28	5.53	4.74	1.58	4.74	0.79	0.79	6.33	2325-Clock_n3R15	0	default	1	24	2.1305751644	1.3293540021	4.61	0.2898189556	0.1320009457	0.6674316423	0.2143684379	0.0366182421	0.2870629919
2326	chr11	118337891	118338320	118338160	9	promoter-TSS (uc007mpi.1)	promoter-TSS (NM_172573)	-169	uc007mpi.1	Engase	cytosolic endo-beta-N-acetylglucosaminidase	4.74	3.95	10.28	3.95	3.16	1.58	0.79	0.79	2326-Clock_n3R15	1	burg	1	23.3450292398	2.7231980689	8.1188291326	4.61	0.5327512351	0.4289181762	0.5895563007	0.032581174	0.0096338625	0.0755231614
2327	chr4	135502041	135502420	135502215	7	promoter-TSS (uc012dnc.1)	promoter-TSS (NM_008254)	-138	uc012dnc.1	Hmgcl	hydroxymethylglutaryl-CoA lyase, mitochondrial	8.7	3.95	3.16	3.95	3.16	4.74	0	1.58	2327-Clock_n3R15	0	yule-walker	1	25.7548387097	1.9907307244	23.2782260589	4.61	0.5458249518	0.4448971633	0.4136783231	0.0286750854	0.0088691202	0.0695280835
2328	chr5	100809491	100809740	100809590	7	intron (uc008yhk.2, intron 19 of 27)	intron (NM_026969, intron 19 of 27)	35638	uc008yhk.2	Sec31a	protein transport protein Sec31A	4.74	6.33	3.16	4.74	3.95	4.74	0	1.58	2328-Clock_n3R15	1	yule-walker	1	22.5536723164	0.6516473861	2.3225737789	4.61	0.2328527648	0.0623756015	0.208574092	0.3033571662	0.0478650358	0.3752304756
2329	chrX	136342731	136343010	136342905	7	intron (uc009ukl.2, intron 1 of 1)	intron (NM_016675, intron 1 of 1)	7523	uc009ukl.2	Cldn2	claudin-2	5.53	4.74	1.58	5.53	3.95	6.33	0	0	2329-Clock_n3R15	0	mle	1	24.0481927711	1.4446518485	20.7906080828	4.61	0.4408062801	0.316541009	0.334701371	0.0731190069	0.0168659551	0.1322180217
2330	chr15	85506201	85506441	85506315	14	Intergenic	Intergenic	29808	uc007xdi.1	AK041762	Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630035J15 product:unclassifiable, full insert sequence.	4.74	3.16	11.86	5.53	1.58	0.79	0	1.58	2330-Clock_n3R15	0	burg	1	22.9425287356	3.8341010472	8.7103392049	4.61	0.5947434274	0.5046864113	0.788613894	0.0171705933	0.0063302685	0.0496251519
2331	chr10	19665461	19665910	19665605	12	intron (uc007enm.2, intron 1 of 29)	intron (NM_008580, intron 1 of 29)	11353	uc007enm.2	Map3k5	mitogen-activated protein kinase kinase kinase	3.95	5.53	11.86	3.16	1.58	1.58	0	1.58	2331-Clock_n3R15	0	burg	1	23.0751445087	3.9037880149	7.4804365505	4.61	0.6446772293	0.5657166136	0.7633849144	0.0095017518	0.0042959542	0.0336774626
2332	chr11	100690271	100690510	100690400	8	intron (uc007lmj.2, intron 1 of 18)	L1MB2|LINE|L1	21509	uc007lmj.2	Stat5b	signal transducer and activator of transcription	6.33	2.37	7.12	6.33	2.37	2.37	0	3.16	2332-Clock_n3R15	1	default	1	24	1.4607931484	8.6553241706	4.4816666667	0.2492063793	0.0823633525	0.4748284165	0.2753230566	0.0444740382	0.3486472796
2333	chr12	82010801	82011100	82010900	8	Intergenic	Intergenic	14484	uc007obk.2	1700052I22Rik	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700052I22 product:unclassifiable, full insert sequence.	4.74	7.12	6.33	7.12	0.79	0.79	0.79	3.16	2333-Clock_n3R15	0	burg	1	24.3414634146	3.11367784	6.9642513884	4.4816666667	0.7326692836	0.6732624577	0.6087674098	0.002640705	0.0020933641	0.0164106008
2334	chr14	31832011	31832380	31832220	8	promoter-TSS (uc007swi.2)	promoter-TSS (NM_153547)	80	uc007swi.2	Gnl3	guanine nucleotide-binding protein-like 3 long	7.91	6.33	6.33	1.58	2.37	2.37	1.58	0	2334-Clock_n3R15	1	burg	1	26.7919463087	2.4164945677	0.6776536185	4.4816666667	0.6522310151	0.5749490185	0.5459811772	0.0086259873	0.0040293855	0.0315877387
2335	chr17	46023411	46023710	46023590	7	Intergenic	Intergenic	119416	uc008crm.1	AK080425	Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730010D03 product:unclassifiable, full insert sequence.	5.53	6.33	6.33	7.12	0.79	0.79	1.58	0.79	2335-Clock_n3R15	0	burg	1	24.490797546	2.8480655956	6.8047872473	4.4816666667	0.6620844983	0.5869921646	0.5913980937	0.0075794295	0.003729029	0.0292331408
2336	chr1	163181351	163181581	163181465	10	promoter-TSS (uc007dfl.1)	promoter-TSS (NM_007453)	-169	uc007dfl.1	Prdx6	peroxiredoxin-6	7.12	3.16	7.91	2.37	1.58	4.74	0	1.58	2336-Clock_n3R15	1	default	1	24	1.6027267598	2.8977435557	4.48	0.2432014401	0.0750239823	0.5266990067	0.2853719852	0.0456736792	0.3580516775
2337	chr3	38050841	38051090	38050955	10	Intergenic	Intergenic	291589	uc008pba.1	AK134652	Mus musculus adult male medulla oblongata cDNA, RIKEN full-length enriched library, clone:6330514A14 product:unclassifiable, full insert sequence.	3.16	3.16	8.7	6.33	3.95	1.58	0	3.95	2337-Clock_n3R15	0	mle	1	24.0481927711	2.9866971551	9.6100105244	4.48	0.8044112155	0.7609470412	0.5266990067	0.0006472138	0.0010324692	0.0080938809
2338	chr5	72559291	72559600	72559450	10	promoter-TSS (uc008xre.1)	promoter-TSS (NM_178599)	-23	uc008xre.1	Commd8	COMM domain-containing protein 8	2.37	7.91	9.49	3.95	1.58	1.58	0.79	0.79	2338-Clock_n3R15	1	burg	1	22.0552486188	3.9354738753	7.9311143422	4.48	0.8202521827	0.7803082234	0.6964977263	0.0004425744	0.0008782816	0.0068851511
2339	chr9	42316441	42316730	42316550	10	Intergenic	Intergenic	-36276	uc009pay.1	Tbcel	tubulin-specific chaperone cofactor E-like	4.74	8.7	7.91	1.58	2.37	1.58	0.79	3.95	2339-Clock_n3R15	0	burg	1	23.9041916168	3.2596990871	5.148994649	4.48	0.7054704026	0.640019381	0.6502205707	0.0040839484	0.0025830472	0.0202493955
2340	chr11	119217211	119217440	119217325	10	promoter-TSS (uc007mql.1)	promoter-TSS (NM_018822)	454	uc007mqm.1	Slc26a11	sodium-independent sulfate anion transporter	5.53	7.91	6.33	3.95	0	3.16	0	1.58	2340-Clock_n3R15	0	burg	1	22.5536723164	3.0517080711	5.6231072513	4.48	0.7841095389	0.7361338808	0.5645718411	0.0010093703	0.0012632046	0.0099026956
2341	chr1	164573851	164574390	164574075	9	intron (uc007dgm.2, intron 1 of 2)	intron (NM_010865, intron 1 of 2)	4839	uc007dgm.2	Myoc	myocilin precursor	8.7	7.91	5.53	2.37	1.58	0.79	0.79	2.37	2341-Clock_n3R15	0	default	1	24	3.1259443704	3.4371020249	4.48	0.6686233538	0.5949840991	0.6889214009	0.0069414235	0.0035602701	0.0279101816
2342	chr2	24191001	24191220	24191110	9	Intergenic	Intergenic	-9781	uc008iox.2	Il1rn	interleukin-1 receptor antagonist protein	2.37	7.12	3.16	6.33	2.37	5.53	0.79	0.79	2342-Clock_n3R15	1	mle	1	22.1777777778	0.8776235292	7.1254456324	4.48	0.0999544735	-0.1000556436	0.4287922608	0.6225728101	0.0858007457	0.6726215509
2343	chr6	113592701	113592960	113592815	9	intron (uc009dhc.2, intron 1 of 12)	L1MB5|LINE|L1	4369	uc009dhc.2	Irak2	interleukin-1 receptor-associated kinase-like 2	1.58	4.74	7.12	7.91	3.95	1.58	0.79	2.37	2343-Clock_n3R15	0	mle	1	24.0481927711	3.432287111	9.8538227904	4.48	0.9822155065	0.9782633969	0.5460239977	1.33409499004E-008	3.94475894124E-006	3.0924321869E-005
2344	chr8	113890741	113890970	113890855	9	intron (uc009nmf.2, intron 1 of 6)	intron (NM_178086, intron 1 of 6)	26866	uc009nmf.2	Fa2h	fatty acid 2-hydroxylase	4.74	7.91	7.12	3.16	2.37	1.58	0	0.79	2344-Clock_n3R15	0	burg	1	23.7619047619	2.7858935324	5.7616532671	4.48	0.8025138684	0.7586280614	0.5266990067	0.0006759502	0.0010489698	0.008223235
2345	chr11	54918991	54919191	54919090	9	intron (uc007iyw.1, intron 2 of 3)	MIRb|SINE|MIR	7472	uc007iyw.1	Gm2a	ganglioside GM2 activator precursor	6.33	3.95	7.12	3.95	3.95	1.58	0	0	2345-Clock_n3R15	0	burg	1	26.2631578947	1.3679074514	5.3010258092	4.48	0.3296078884	0.1806318636	0.4038965715	0.1653788735	0.0300833898	0.2358340379
2346	chr17	75906091	75906301	75906205	9	intron (uc012axi.1, intron 9 of 16)	intron (NM_207246, intron 10 of 17)	45090	uc008doq.1	Fam98a	hypothetical protein LOC72722	7.12	4.74	7.12	1.58	3.16	3.16	0	0.79	2346-Clock_n3R15	0	burg	1	24.6419753086	1.7334025007	2.4434630665	4.48	0.407027685	0.2752560595	0.4637774805	0.0952039303	0.0202814559	0.1589933072
2347	chr18	12795651	12795860	12795685	9	Intergenic	Intergenic	-6287	uc008ecj.2	Ttc39c	tetratricopeptide repeat protein 39C	3.16	3.16	6.33	6.33	5.53	2.37	0.79	2.37	2347-Clock_n3R15	1	mle	1	23.4823529412	2.1296404917	11.4074844013	4.48	0.8758812925	0.8482993575	0.3631882321	8.36118051787E-005	0.0004088866	0.0032054028
2348	chr19	23217231	23217570	23217420	9	intron (uc008gzz.1, intron 1 of 1)	intron (NM_010638, intron 1 of 1)	1684	uc008gzz.1	Klf9	Krueppel-like factor 9	10.28	7.12	3.16	1.58	2.37	2.37	0	3.95	2348-Clock_n3R15	1	burg	1	24.7950310559	3.3527423491	0.3975633103	4.48	0.6895020296	0.6205024806	0.703899328	0.005179221	0.0029678945	0.0232663457
2349	chr1	73677051	73677350	73677165	8	intron (uc007bld.1, intron 7 of 8)	Intergenic	-223057	uc007blb.1	Pinc	Mus musculus pregnancy-induced noncoding RNA mRNA, complete sequence.	6.33	8.7	3.16	4.74	2.37	1.58	0	0.79	2349-Clock_n3R15	1	burg	1	27.5310344828	2.0449334184	1.4714878326	4.48	0.4624187206	0.342956214	0.5460239977	0.0612348438	0.0149023944	0.1168249942
2350	chr1	186647501	186647860	186647605	8	intron (uc007dyq.1, intron 4 of 7)	intron (NM_133684, intron 4 of 7)	-1313	uc011wxx.1	Mir1981	Mus musculus microRNA 1981 (Mir1981), microRNA.	4.74	5.53	7.12	2.37	6.33	0.79	0.79	3.16	2350-Clock_n3R15	1	burg	1	25.5897435897	1.5098972135	6.5898745133	4.48	0.2386378426	0.069446252	0.4960381944	0.2931978567	0.046610264	0.3653938881
2351	chr2	93561191	93561540	93561345	8	intron (uc008lgf.2, intron 10 of 13)	intron (NM_010163, intron 10 of 13)	78774	uc012bzt.1	Alx4	homeobox protein aristaless-like 4	6.33	9.49	3.16	3.16	3.16	1.58	0.79	2.37	2351-Clock_n3R15	0	burg	1	25.7548387097	2.292169038	1.9553580478	4.48	0.4718653334	0.3545020742	0.5916919106	0.0565393797	0.014062819	0.1102432737
2352	chr2	113386751	113386981	113386915	8	intron (uc008lpl.1, intron 7 of 19)	intron (NM_010230, intron 7 of 19)	211939	uc008lpp.2	Grem1	gremlin-1 precursor	3.16	2.37	6.33	7.12	2.37	5.53	1.58	0.79	2352-Clock_n3R15	1	default	1	24	1.4179392659	10.9523710744	4.48	0.2794688804	0.1193508538	0.4287922608	0.22879016	0.0384926317	0.3017569769
2353	chr7	133726791	133727001	133726895	8	promoter-TSS (uc009jrx.2)	promoter-TSS (NM_009907)	-146	uc009jrx.2	Cln3	battenin	5.53	3.16	6.33	6.33	2.37	3.16	0	1.58	2353-Clock_n3R15	1	default	1	24	1.2347083343	8.5435966523	4.48	0.3013375648	0.1460792458	0.3631882321	0.1991605284	0.0348045984	0.2728452157
2354	chr10	128072811	128073070	128072955	8	exon (uc007hnq.1, exon 7 of 8)	exon (NM_011772, exon 7 of 8)	-9378	uc007hno.2	Rps26	40S ribosomal protein S26	3.95	3.95	6.33	2.37	3.16	7.12	0.79	2.37	2354-Clock_n3R15	0	burg	1	21.2340425532	1.0428568017	4.199672074	4.48	0.1848146924	0.0036624018	0.3773619986	0.3987067116	0.059556855	0.4668866671
2355	chr12	8771381	8771740	8771555	8	TTS (uc007nab.1)	ORR1E|LTR|MaLR	6427	uc007nab.1	AK089512	Mus musculus B6-derived CD11 +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F730043H23 product:unclassifiable, full insert sequence.	7.91	6.33	5.53	3.16	2.37	1.58	0	0.79	2355-Clock_n3R15	0	default	1	24	2.14053636	3.5870910662	4.48	0.5842284837	0.4918348134	0.5065079233	0.0192684287	0.0068396679	0.0536185087
2356	chr12	45310961	45311310	45311190	8	promoter-TSS (uc007nlo.1)	promoter-TSS (NM_013760)	-80	uc007nlo.1	Dnajb9	dnaJ homolog subfamily B member 9	5.53	7.91	7.91	2.37	0.79	2.37	1.58	0	2356-Clock_n3R15	0	burg	1	22.9425287356	3.4132167779	5.5124266872	4.48	0.8163567816	0.7755471775	0.6257475865	0.0004874017	0.0009007427	0.007061232
2357	chr18	75662421	75662651	75662535	8	intron (uc008fqg.1, intron 9 of 11)	intron (NM_201354, intron 9 of 11)	135517	uc008fqd.1	Smad7	mothers against decapentaplegic homolog 7	6.33	2.37	5.53	6.33	3.16	3.16	0	0	2357-Clock_n3R15	0	yule-walker	1	23.9041916168	0.6882562445	10.3507170099	4.48	0.0931863146	-0.1083278378	0.3631882321	0.6439190832	0.088188584	0.6913406368
2358	chr2	10022831	10023250	10023015	7	intron (uc008ihq.2, intron 16 of 20)	intron (NM_010582, intron 16 of 20)	20801	uc008ihp.1	Kin	DNA/RNA-binding protein KIN17	7.12	3.95	7.12	3.16	2.37	3.16	0	4.74	2358-Clock_n3R15	0	burg	1	27.5310344828	1.4144220725	1.1242600964	4.48	0.3431863025	0.197227703	0.428945227	0.1508307552	0.0281736235	0.220862723
2359	chr3	96359191	96359500	96359255	7	TTS (uc008qnb.1)	Intergenic	-2535	uc008qnc.2	Txnip	thioredoxin-interacting protein isoform 1	6.33	5.53	7.12	2.37	4.74	0.79	0	3.16	2359-Clock_n3R15	0	burg	1	26.6133333333	1.6940298476	3.8839542789	4.48	0.3589176282	0.2164548789	0.4960381944	0.1352422096	0.0259672078	0.2035658713
2360	chr5	64283221	64283520	64283410	7	intron (uc008xmg.1, intron 2 of 3)	intron (NM_029554, intron 2 of 3)	76766	uc008xmh.1	Rell1	RELT-like protein 1 precursor	7.12	3.95	7.91	3.16	0	4.74	0.79	1.58	2360-Clock_n3R15	1	burg	1	22.5536723164	2.1984314807	4.871300988	4.48	0.3556537199	0.2124656577	0.5827546062	0.1383684147	0.0264216218	0.2071281791
2361	chr5	138612111	138612500	138612225	7	promoter-TSS (uc009aev.2)	promoter-TSS (NM_021392)	785	uc009aeu.1	Mcm7	DNA replication licensing factor MCM7	3.16	7.91	7.12	3.16	3.95	1.58	3.16	0.79	2361-Clock_n3R15	0	burg	1	23.4823529412	2.5031477858	6.9010164003	4.48	0.6454943321	0.5667152948	0.5066374258	0.0094038204	0.0042614512	0.0334069817
2362	chr6	6186901	6187230	6187005	7	Intergenic	Intergenic	-11622	uc009awr.1	AK015284	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930428J05 product:unclassifiable, full insert sequence.	3.16	3.16	6.33	7.91	2.37	3.95	2.37	3.16	2362-Clock_n3R15	0	burg	1	22.9425287356	2.0356515189	10.6699375633	4.48	0.5569307772	0.4584709499	0.4408618706	0.0256520528	0.0082453485	0.0646381222
2363	chr11	101228851	101229170	101228965	7	promoter-TSS (uc007lor.1)	promoter-TSS (NM_008061)	-34	uc007lor.1	G6pc	glucose-6-phosphatase	7.12	1.58	4.74	3.16	3.95	6.33	1.58	2.37	2363-Clock_n3R15	0	yule-walker	1	24.7950310559	1.6903978051	21.1892975911	4.48	0.3950523644	0.2606195565	0.4165304571	0.1041669688	0.0216679028	0.1698621411
2364	chr13	36055431	36055711	36055590	7	Intergenic	MER34-int|LTR|ERV1	-4204	uc007qci.2	Ppp1r3g	putative protein phosphatase 1 regulatory	3.16	4.74	7.12	2.37	7.12	2.37	0	3.95	2364-Clock_n3R15	0	yule-walker	1	25.2658227848	1.2051425061	9.0498312755	4.48	0.1655521277	-0.0198807328	0.4524647723	0.4428905893	0.0650569747	0.5100039964
2365	chr13	45999261	45999660	45999480	7	intron (uc011yyv.1, intron 2 of 7)	intron (NM_009124, intron 2 of 7)	60885	uc011yyv.1	Atxn1	ataxin-1	7.91	4.74	2.37	2.37	3.16	6.33	0.79	5.53	2365-Clock_n3R15	0	mle	1	24.0481927711	2.8139430849	22.8411659287	4.48	0.9352685167	0.9208837426	0.4637774805	0.000004467	0.0001097223	0.000860151
2366	chr13	51966541	51966950	51966740	7	Intergenic	Intergenic	24701	uc007qmq.2	Gadd45g	growth arrest and DNA damage-inducible protein	7.12	6.33	3.16	4.74	3.95	1.58	0	7.12	2366-Clock_n3R15	0	default	1	24	1.0147859728	3.123043014	4.48	0.1814601332	-0.0004376149	0.4165304571	0.4061432727	0.0604843599	0.4741576964
2367	chr15	82851081	82851420	82851295	7	intron (uc007wzs.1, intron 1 of 5)	intron (NM_028728, intron 1 of 5)	2318	uc007wzs.1	Nfam1	NFAT activation molecule 1	7.91	2.37	1.58	6.33	3.16	5.53	1.58	0.79	2367-Clock_n3R15	0	burg	1	23.2093023256	1.7413008141	20.1527048837	4.48	0.300906766	0.145552714	0.5065079233	0.1997137402	0.0348292295	0.2730383072
2368	chr16	87455071	87455310	87455170	11	promoter-TSS (uc007zuk.2)	promoter-TSS (NM_024258)	-40	uc007zuk.2	Usp16	ubiquitin carboxyl-terminal hydrolase 16	5.53	6.33	9.49	3.95	0.79	0.79	0	0.79	2368-Clock_n3R15	1	burg	1	23.7619047619	3.5799501301	6.4807836426	4.48	0.7690260004	0.717698445	0.6888261695	0.0013678357	0.0014977641	0.0117414881
2369	chr5	120966381	120966720	120966610	9	intron (uc012eco.1, intron 2 of 14)	intron (NM_133221, intron 2 of 15)	5349	uc012eco.1	Slc24a6	sodium/potassium/calcium exchanger 6 isoform 2	0	7.12	9.49	3.95	3.16	3.16	0.79	3.95	2369-Clock_n3R15	1	burg	1	22.4269662921	3.4465216768	8.5493129367	4.48	0.6479866087	0.5697614106	0.681357113	0.0091099571	0.0041633773	0.0326381463
2370	chr5	139834731	139835060	139834945	9	TTS (uc009agk.1)	TTS (NM_028469)	6324	uc012efv.1	Cyp2w1	cytochrome P450, family 2, subfamily w,	7.12	3.95	7.91	3.95	3.16	0.79	0	3.95	2370-Clock_n3R15	0	burg	1	26.972972973	1.9010918346	4.362214226	4.48	0.3761236366	0.2374844447	0.5364485296	0.1196584558	0.023914546	0.1874743498
2371	chr8	129180571	129180940	129180685	9	Intergenic	Intergenic	-63419	uc009nyw.2	Irf2bp2	interferon regulatory factor 2 binding protein	7.91	3.95	7.91	3.16	0.79	3.16	0	4.74	2371-Clock_n3R15	0	mle	1	25.2658227848	2.0598964452	2.9468754886	4.48	0.3756354585	0.2368877826	0.5828671683	0.120080376	0.0239664715	0.1878814118
2372	chr11	69735211	69735570	69735325	9	promoter-TSS (uc011xxj.1)	promoter-TSS (NM_001166592)	-613	uc011xxj.1	Eif5a	eukaryotic translation initiation factor 5A-1	2.37	7.12	8.7	3.16	3.16	2.37	0.79	4.74	2372-Clock_n3R15	1	burg	1	22.8114285714	2.9208073454	7.5638143568	4.48	0.7031940001	0.6372371113	0.5555525107	0.0042279227	0.0026430149	0.0207195029
2373	chr11	96805101	96805341	96805215	9	promoter-TSS (uc007lde.2)	promoter-TSS (NR_003293)	112	uc007ldc.1	Pnpo	pyridoxine-5'-phosphate oxidase	8.7	7.91	2.37	3.16	1.58	3.16	0	0.79	2373-Clock_n3R15	0	burg	1	25.2658227848	2.924134677	0.2866418251	4.48	0.6713668727	0.5983372888	0.6175160448	0.0066865336	0.0034887628	0.0273496114
2374	chr13	96547281	96547530	96547455	9	intron (uc007rmo.1, intron 2 of 35)	intron (NM_027711, intron 2 of 35)	40867	uc007rmr.1	AK146386	Mus musculus cDNA, RIKEN full-length enriched library, clone:I730068L11 product:unclassifiable, full insert sequence.	7.91	3.95	5.53	6.33	0.79	2.37	0.79	2.37	2374-Clock_n3R15	0	default	1	24	1.410312975	5.2579440805	4.48	0.1988229663	0.0207836255	0.5363262254	0.3687892147	0.0557925553	0.4373770272
2375	chr16	4880621	4880880	4880735	9	promoter-TSS (uc007yao.2)	promoter-TSS (NM_145359)	-899	uc007yao.2	Fam100a	hypothetical protein LOC207740	2.37	7.12	7.91	3.16	2.37	3.95	1.58	0	2375-Clock_n3R15	0	burg	1	21.9340659341	2.59228417	7.3240944367	4.48	0.6565296159	0.5802028638	0.4963026294	0.0081564623	0.0038993825	0.0305686007
2376	chr16	59592041	59592341	59592205	9	Intergenic	RLTR15|LTR|ERVK	-36613	uc007zpk.2	Crybg3	beta/gamma crystallin domain-containing protein	7.91	0.79	8.7	3.95	2.37	3.16	0	1.58	2376-Clock_n3R15	0	mle	1	26.2631578947	0.8929534633	3.940989205	4.48	0.0532294877	-0.1571639594	0.6422005989	0.7818100592	0.1040018419	0.8153062029
2377	chr1	136254271	136254700	136254380	8	intron (uc007crq.1, intron 3 of 7)	intron (NM_020588, intron 3 of 7)	4091	uc007crq.1	Tmem183a	transmembrane protein 183 isoform a	7.91	5.53	6.33	1.58	1.58	3.95	0	2.37	2377-Clock_n3R15	1	default	1	24	2.5306885752	2.2146249066	4.48	0.6680960222	0.5943395827	0.5265744381	0.0069912697	0.0035765305	0.0280376527
