ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Per2_CT0/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT4/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT8/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT12/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT16/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_CT20/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per2_KO/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	Per_Input/ Tag Count in given bp (9923859.0 Total, normalization factor = 1.01, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
2768	chr4	98853541	98853930	98853705	9	Intergenic	MLT1F2|LTR|MaLR	-7103	uc012dhi.1	Atg4c	cysteine protease ATG4C	4.03	4.03	6.05	6.05	6.05	14.11	1.01	2.02	2768-Per2_n3R16	1	burg	1	26.972972973	2.6570956789	18.4640079671	6.72	0.3554248115	0.2121858807	0.509843667	0.1385897557	0.0008487406	0.1532698196
2769	chr10	126844391	126844770	126844660	9	intron (uc007hjl.2, intron 2 of 25)	RSINE1|SINE|B4	17213	uc007hjl.2	R3hdm2	R3H domain-containing protein 2 isoform 1	5.04	0	1.01	9.07	10.08	15.12	4.03	14.11	2769-Per2_n3R16	0	mle	1	24.7950310559	5.8727561514	17.90301014	6.72	0.7499888039	0.6944307603	0.7873252072	0.0019535186	3.77548907646E-005	0.0068179672
2770	chr11	95580631	95581110	95580795	9	Intergenic	Intergenic	-4030	uc011yda.1	B130006D01Rik	Mus musculus 9.5 days embryo parthenogenote cDNA, RIKEN full-length enriched library, clone:B130006D01 product:hypothetical protein, full insert sequence.	8.06	2.02	6.05	2.02	8.06	14.11	6.05	12.09	2770-Per2_n3R16	0	yule-walker	1	25.4267515924	4.5711173724	20.3476185707	6.72	0.620283137	0.5359016118	0.6160552534	0.0128106003	0.0001163231	0.0210062017
2771	chr7	104489441	104489790	104489680	8	intron (uc009ijb.1, intron 1 of 1)	intron (NM_001039039, intron 1 of 1)	8782	uc009ijb.1	Kctd21	BTB/POZ domain-containing protein KCTD21	2.02	4.03	0	6.05	14.11	14.11	7.05	18.14	2771-Per2_n3R16	1	default	1	24	5.8113150913	18.0031791997	6.72	0.6690267445	0.5954771322	0.824422669	0.0069034798	7.65604158421E-005	0.0138256631
2772	chr9	100977941	100978340	100978160	8	promoter-TSS (uc009rff.2)	promoter-TSS (NM_001100451)	-311	uc009rff.2	Msl2	male-specific lethal 2 homolog	5.04	2.02	2.02	10.08	13.1	8.06	5.04	1.01	2772-Per2_n3R16	0	burg	1	21.6956521739	5.0042954747	16.7935347116	6.72	0.7642737104	0.7118900905	0.6099133412	0.0014991189	3.45036123316E-005	0.006230835
2773	chr19	58449321	58449551	58449430	8	intron (uc008iak.1, intron 4 of 9)	intron (NM_010279, intron 4 of 9)	79648	uc008iak.1	Gfra1	GDNF family receptor alpha-1 precursor	5.04	6.05	4.03	9.07	6.05	10.08	3.02	15.12	2773-Per2_n3R16	0	burg	1	26.091503268	1.4358229882	17.3206434507	6.72	0.2646392196	0.1012257128	0.3201330631	0.2507564346	0.0014640381	0.2643833354
2774	chr7	87197991	87198320	87198155	7	intron (uc009hzj.2, intron 1 of 4)	intron (NM_175433, intron 1 of 4)	28455	uc009hzj.2	Zfp710	zinc finger protein 710 isoform a	5.04	4.03	2.02	9.07	10.08	10.08	2.02	6.05	2774-Per2_n3R16	1	burg	1	23.6213017751	3.5564570921	17.3371629223	6.72	0.7275211275	0.6669702669	0.4715571652	0.0028773835	4.50290855766E-005	0.0081315777
2775	chr4	129419691	129419970	129419785	13	promoter-TSS (uc008uyd.1)	promoter-TSS (NM_011317)	-304	uc008uyd.1	Khdrbs1	KH domain-containing, RNA-binding, signal	5.04	3.02	1.01	10.08	15.12	6.05	0	0	2775-Per2_n3R16	0	burg	1	22.6818181818	5.3747719746	16.3790114229	6.72	0.6633873892	0.5885845868	0.6964301613	0.007448807	8.05353187066E-005	0.014543471
2776	chr6	48402131	48402510	48402290	13	Intergenic	exon (NM_173428, exon 10 of 103)	-6496	uc009buh.1	Zfp467	zinc finger protein 467 isoform a	1.01	2.02	5.04	6.05	20.15	6.05	1.01	6.05	2776-Per2_n3R16	1	default	1	24	6.0375369053	15.2593537743	6.72	0.5061242241	0.3963740517	0.9387573453	0.041809961	0.0002993063	0.0540502329
2777	chr1	173352871	173353200	173353045	15	TTS (uc007don.1)	Intergenic	3871	uc011wwd.1	Tstd1	thiosulfate sulfurtransferase (rhodanese)-like	3.02	1.01	2.02	6.05	21.16	7.05	3.02	8.06	2777-Per2_n3R16	0	burg	1	23.7619047619	6.9794792699	16.3832577495	6.7183333333	0.5721161525	0.4770308531	1.0121840353	0.0219263587	0.0001759854	0.0317803223
2778	chr15	96572901	96573111	96573005	15	Intergenic	Intergenic	-42877	uc007xkm.1	Slc38a2	sodium-coupled neutral amino acid transporter 2	4.03	2.02	2.02	5.04	16.12	11.08	2.02	6.05	2778-Per2_n3R16	1	burg	1	23.9041916168	5.7549282957	17.6047657599	6.7183333333	0.712929411	0.6491359467	0.7724926693	0.0036387243	0.000051009	0.0092114555
2779	chr12	100673551	100673800	100673650	14	intron (uc007ort.1, intron 1 of 5)	intron (NM_183186, intron 1 of 5)	14609	uc007ort.1	Foxn3	forkhead box protein N3	3.02	4.03	3.02	2.02	15.12	13.1	6.05	21.16	2779-Per2_n3R16	0	burg	1	24.6419753086	5.1727213178	18.457776396	6.7183333333	0.5609106351	0.4633352207	0.7875521346	0.0246313453	0.0001934108	0.0349270869
2780	chr9	21566561	21566771	21566660	13	Intergenic	Intergenic	-1936	uc009oml.1	Spc24	kinetochore protein Spc24	6.05	1.01	1.01	7.05	13.1	12.09	5.04	10.08	2780-Per2_n3R16	1	default	1	24	5.8103466048	18.0035475057	6.7183333333	0.8662090634	0.8364777442	0.706843737	0.000117198	2.9775126187E-005	0.0053769413
2781	chr12	70603381	70603600	70603490	13	Intergenic	Intergenic	-26956	uc007nsk.1	AK039829	Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430012L17 product:unclassifiable, full insert sequence.	6.05	3.02	4.03	6.05	13.1	8.06	2.02	6.05	2781-Per2_n3R16	0	burg	1	23.2093023256	3.7411818946	17.3628739976	6.7183333333	0.7001121546	0.6334704111	0.4873589599	0.0044290939	5.76157310606E-005	0.0104045371
2782	chr14	122118921	122119160	122119050	13	Intergenic	intron (NM_134074, intron 1 of 52)	-21401	uc007vaj.1	Dock9	dedicator of cytokinesis protein 9 isoform 1	4.03	1.01	1.01	8.06	14.11	12.09	5.04	12.09	2782-Per2_n3R16	1	burg	1	24.0481927711	6.0199477364	17.3089358167	6.7183333333	0.8287095798	0.790645042	0.7630682188	0.0003562861	2.9775126187E-005	0.0053769413
2783	chr17	31701671	31701920	31701765	13	promoter-TSS (uc008bvi.2)	promoter-TSS (NM_016670)	77	uc008bvi.2	Pknox1	homeobox protein PKNOX1	3.02	1.01	2.02	9.07	14.11	11.08	1.01	1.01	2783-Per2_n3R16	1	burg	1	24.490797546	5.6519108746	16.479322012	6.7183333333	0.8084599613	0.7658955083	0.7380749597	0.0005890716	2.9775126187E-005	0.0053769413
2784	chr1	137210411	137210630	137210515	12	promoter-TSS (uc007csz.1)	promoter-TSS (NM_011590)	-206	uc007csz.1	Timm17a	mitochondrial import inner membrane translocase	7.05	0	1.01	9.07	13.1	10.08	2.02	2.02	2784-Per2_n3R16	0	mle	1	23.4823529412	5.8376995106	17.4387104213	6.7183333333	0.8231142782	0.78380634	0.7070542324	0.0004117347	2.9775126187E-005	0.0053769413
2785	chr1	172815101	172815360	172815205	12	exon (uc007dml.1, exon 1 of 6)	exon (NM_023173, exon 1 of 6)	441	uc007dml.1	Dusp12	dual specificity protein phosphatase 12	5.04	0	1.01	8.06	13.1	13.1	4.03	0	2785-Per2_n3R16	1	default	1	24	6.2481682779	17.6516339294	6.7183333333	0.8515456009	0.8185557345	0.7776883056	0.0001871409	2.9775126187E-005	0.0053769413
2786	chr7	35081251	35081520	35081395	12	Intergenic	Intergenic	-10757	uc009giz.1	4931406P16Rik	hypothetical protein LOC233103	5.04	1.01	3.02	7.05	15.12	9.07	4.03	15.12	2786-Per2_n3R16	0	burg	1	23.0751445087	5.4167543352	17.0257181347	6.7183333333	0.76823954	0.7167372155	0.6802241147	0.0013889194	0.000033681	0.0060822822
2787	chr16	91767431	91767601	91767540	12	intron (uc007zyj.1, intron 1 of 38)	PB1D10|SINE|Alu	37900	uc007zyj.1	Itsn1	intersectin-1 isoform 1	7.05	2.02	5.04	5.04	12.09	9.07	3.02	11.08	2787-Per2_n3R16	0	burg	1	23.0751445087	3.6542778938	18.0109616644	6.7183333333	0.6900789612	0.6212076192	0.4792573515	0.0051360562	6.31874722534E-005	0.01141071
2788	chr1	182920891	182921140	182921035	11	intron (uc007dwz.1, intron 7 of 8)	intron (NM_010145, intron 7 of 8)	26611	uc007dwz.1	Ephx1	epoxide hydrolase 1	8.06	2.02	2.02	9.07	12.09	7.05	1.01	9.07	2788-Per2_n3R16	0	burg	1	22.0552486188	4.4916772378	17.3556203599	6.7183333333	0.7303971107	0.6704853576	0.5450161114	0.0027432187	4.39318873206E-005	0.0079334401
2789	chr2	24790821	24791191	24790935	11	promoter-TSS (uc008ipn.2)	promoter-TSS (NM_001162485)	-205	uc008ipn.2	Arrdc1	arrestin domain-containing protein 1 isoform a	4.03	4.03	0	6.05	14.11	12.09	0	1.01	2789-Per2_n3R16	1	yule-walker	1	24.6419753086	5.4181935919	18.0663823888	6.7183333333	0.7250872629	0.6639955436	0.7280008307	0.0029948624	4.58625491486E-005	0.0082820887
2790	chr2	71715911	71716191	71716090	11	intron (uc008kbj.2, intron 2 of 10)	B3A|SINE|B2	4722	uc008kbj.2	Pdk1	pyruvate dehydrogenase kinase, isozyme 1	8.06	0	1.01	10.08	7.05	14.11	0	0	2790-Per2_n3R16	1	mle	1	24.3414634146	5.1337865788	18.5671274907	6.7183333333	0.5973838362	0.5079135776	0.7331566936	0.0166728725	0.0001415258	0.0255574354
2791	chr3	62153171	62153381	62153270	11	intron (uc008pjm.1, intron 3 of 13)	intron (NM_001081295, intron 3 of 13)	10577	uc008pjm.1	Arhgef26	Rho guanine nucleotide exchange factor (GEF) 26	1.01	3.02	5.04	3.02	14.11	14.11	2.02	15.12	2791-Per2_n3R16	0	default	1	24	4.6595381823	17.7291748066	6.7183333333	0.4675751121	0.3492584704	0.7970136957	0.0586357611	0.0003978808	0.0718513007
2792	chr5	113387281	113387730	113387515	11	intron (uc008ytt.1, intron 6 of 20)	intron (NM_177078, intron 6 of 20)	57029	uc008ytt.1	Adrbk2	beta-adrenergic receptor kinase 2 isoform 1	9.07	4.03	0	5.04	5.04	17.13	2.02	6.05	2792-Per2_n3R16	0	yule-walker	1	24.7950310559	6.5193818176	20.8360676286	6.7183333333	0.7520776373	0.6969837789	0.7967801596	0.001881138	0.000037289	0.0067338364
2793	chr8	129258761	129259031	129258875	11	Intergenic	Intergenic	-114024	uc009nyz.1	AK041328	Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630001O12 product:unclassifiable, full insert sequence.	4.03	1.01	7.05	6.05	14.11	8.06	6.05	19.15	2793-Per2_n3R16	1	burg	1	22.5536723164	4.1571841335	16.1465398256	6.7183333333	0.5703210833	0.4748368795	0.5978789381	0.0223433454	0.0001789112	0.0323086873
2794	chr4	106582651	106583021	106582885	10	Intergenic	Intergenic	-1239	uc008tyx.1	Ssbp3	single-stranded DNA-binding protein 3 isoform a	9.07	6.05	4.03	0	9.07	12.09	2.02	13.1	2794-Per2_n3R16	0	mle	1	24.0481927711	4.9816506398	21.5686891513	6.7183333333	0.8134388719	0.7719808435	0.585142862	0.0005232331	2.9775126187E-005	0.0053769413
2795	chr7	104569471	104569780	104569620	10	Intergenic	Intergenic	-3605	uc009ije.1	Thrsp	thyroid hormone-inducible hepatic protein	1.01	0	3.02	13.1	14.11	9.07	1.01	11.08	2795-Per2_n3R16	0	mle	1	23.0751445087	6.8102325669	15.3113633364	6.7183333333	0.8233049112	0.7840393359	0.8426415147	0.0004097417	2.9775126187E-005	0.0053769413
2796	chr10	87519791	87520010	87519900	10	Intergenic	Intergenic	-33917	uc007grc.1	Pmch	pro-MCH	7.05	2.02	4.03	10.08	9.07	8.06	0	8.06	2796-Per2_n3R16	0	burg	1	21.9340659341	3.3297481872	16.7346264628	6.7183333333	0.6860438787	0.6162758517	0.4211884518	0.005443902	6.5594564702E-005	0.0118453948
2797	chr13	36085881	36086171	36086015	10	intron (uc007qcj.1, intron 2 of 2)	intron (NM_201358, intron 2 of 2)	26251	uc007qci.2	Ppp1r3g	putative protein phosphatase 1 regulatory	5.04	2.02	7.05	12.09	12.09	2.02	4.03	15.12	2797-Per2_n3R16	0	burg	1	22.0552486188	5.077810394	14.0535237698	6.7183333333	0.7330207979	0.6736920863	0.6220317585	0.0026251156	4.26749463559E-005	0.0077064554
2798	chr14	21925861	21926051	21925975	10	intron (uc007sld.1, intron 3 of 10)	B4|SINE|B4	54101	uc007sld.1	Adk	adenosine kinase	6.05	3.02	5.04	6.05	8.06	12.09	3.02	8.06	2798-Per2_n3R16	0	mle	1	25.5897435897	3.0589116331	18.701713964	6.7183333333	0.6918734961	0.6234009397	0.4211884518	0.0050035789	6.2253693957E-005	0.0112420837
2799	chr2	152902891	152903320	152903090	9	intron (uc012cgo.1, intron 6 of 8)	intron (NM_145536, intron 6 of 8)	11367	uc012cgo.1	BC020535	hypothetical protein LOC228788	5.04	1.01	3.02	13.1	13.1	5.04	1.01	13.1	2799-Per2_n3R16	0	burg	1	22.1777777778	5.7931825279	15.4530681919	6.7183333333	0.7460973001	0.6896744778	0.7017066052	0.0020941266	3.88408216517E-005	0.00701407
2800	chr3	27417891	27418190	27418045	9	intron (uc008otp.2, intron 6 of 25)	intron (NM_173182, intron 6 of 25)	65877	uc012coa.1	Mir3092	Mus musculus microRNA 3092 (Mir3092), microRNA.	2.02	1.01	5.04	11.08	12.09	9.07	2.02	3.02	2800-Per2_n3R16	1	burg	1	24.3414634146	5.0011594084	14.7652170264	6.7183333333	0.8319263783	0.7945766846	0.6398824131	0.0003271508	2.9775126187E-005	0.0053769413
2801	chr4	124387261	124387680	124387495	9	Intergenic	Intergenic	-4635	uc008uqx.1	Sf3a3	splicing factor 3A subunit 3	2.02	4.03	7.05	1.01	12.09	14.11	3.02	6.05	2801-Per2_n3R16	0	burg	1	25.2658227848	3.6538060162	18.4785961789	6.7183333333	0.3258942747	0.1760930024	0.7329536945	0.1695415193	0.0010199809	0.1841932555
2802	chr5	114596031	114596341	114596195	9	Intergenic	Intergenic	15742	uc008yzf.1	Ung	uracil-DNA glycosylase isoform a	3.02	6.05	3.02	6.05	13.1	9.07	3.02	9.07	2802-Per2_n3R16	1	mle	1	24.3414634146	3.2024133568	16.965186733	6.7183333333	0.4866083634	0.3725213331	0.5245110157	0.0497759495	0.0003465743	0.0625861232
2803	chr5	123508031	123508340	123508225	9	Intergenic	CpG	-11356	uc008zna.1	Morn3	MORN repeat-containing protein 3	2.02	1.01	6.05	12.09	11.08	8.06	3.02	3.02	2803-Per2_n3R16	1	burg	1	23.4823529412	5.0587990191	14.3648816335	6.7183333333	0.8460243928	0.8118075912	0.6220317585	0.0002205635	2.9775126187E-005	0.0053769413
2804	chr7	106331491	106331900	106331605	9	promoter-TSS (uc009ile.1)	promoter-TSS (NM_026384)	-472	uc009ile.1	Dgat2	diacylglycerol O-acyltransferase 2	5.04	6.05	0	9.07	11.08	9.07	2.02	4.03	2804-Per2_n3R16	1	burg	1	23.0751445087	3.6510754076	17.7355781242	6.7183333333	0.5407971587	0.4387520829	0.5383369325	0.0301314859	0.0002284058	0.0412466563
2805	chr1	173099031	173099390	173099300	8	Intergenic	MER21B|LTR|ERV1	18366	uc007dnc.1	Mpz	myelin protein P0 precursor	5.04	2.02	8.06	5.04	7.05	13.1	5.04	21.16	2805-Per2_n3R16	1	burg	1	25.4267515924	2.4694575993	18.3765644878	6.7183333333	0.3045092488	0.1499557485	0.5096539325	0.1951241911	0.0011590686	0.2093104078
2806	chr5	136166311	136166700	136166530	8	intron (uc008zyt.1, intron 1 of 15)	intron (NM_008898, intron 1 of 15)	1421	uc008zyt.1	Por	NADPH--cytochrome P450 reductase	8.06	3.02	6.05	3.02	6.05	14.11	4.03	22.17	2806-Per2_n3R16	0	yule-walker	1	25.4267515924	4.0798778399	20.846387189	6.7183333333	0.58543566	0.4933102511	0.5592001926	0.0190179517	0.000157331	0.0284116206
2807	chr11	117141451	117141700	117141560	8	intron (uc007mnd.2, intron 2 of 11)	intron (NM_001113487, intron 1 of 10)	80600	uc007mnd.2	Sept9	septin-9 isoform a	5.04	7.05	1.01	9.07	6.05	12.09	3.02	2.02	2807-Per2_n3R16	0	yule-walker	1	26.7919463087	2.6503999045	19.0261664768	6.7183333333	0.3153845083	0.1632477323	0.5096539325	0.1817649956	0.001086334	0.1961756238
2808	chr12	118960171	118960531	118960390	8	intron (uc007pib.2, intron 19 of 27)	intron (NM_175930, intron 19 of 27)	-121983	uc007pid.1	Cdca7l	cell division cycle-associated 7-like protein	5.04	1.01	3.02	10.08	9.07	12.09	4.03	25.19	2808-Per2_n3R16	1	burg	1	24.1939393939	4.2539232549	17.0298372354	6.7183333333	0.6901501618	0.6212946423	0.5915451773	0.0051307486	6.31874722534E-005	0.01141071
2809	chr13	45999291	45999650	45999425	8	intron (uc011yyv.1, intron 2 of 7)	intron (NM_009124, intron 2 of 7)	60875	uc011yyv.1	Atxn1	ataxin-1	7.05	0	6.05	5.04	9.07	13.1	6.05	11.08	2809-Per2_n3R16	0	burg	1	24.95	4.0687522571	18.6468282581	6.7183333333	0.5962007523	0.5064675861	0.5915451773	0.0168944779	0.0001431193	0.0258451947
2810	chr15	82626411	82626751	82626640	8	Intergenic	Intergenic	-1906	uc007wzn.1	Cyp2d26	cytochrome P450 2D26	5.04	4.03	5.04	6.05	8.06	12.09	5.04	15.12	2810-Per2_n3R16	1	mle	1	25.9220779221	2.7519288071	18.4516660652	6.7183333333	0.6389984246	0.5587758523	0.4029052695	0.0102044814	9.88831803772E-005	0.0178568197
2811	chr17	45722071	45722640	45722410	8	3' UTR (uc012aue.1, exon 13 of 13)	3' UTR (NM_022880, exon 12 of 12)	10496	uc012aue.1	Slc29a1	equilibrative nucleoside transporter 1 isoform	4.03	5.04	7.05	5.04	15.12	4.03	5.04	10.08	2811-Per2_n3R16	1	yule-walker	1	22.9425287356	2.9542778343	14.9472714082	6.7183333333	0.2859230984	0.1272393425	0.5789912344	0.2197113198	0.0012936683	0.2336170995
2812	chr18	46766481	46766851	46766645	8	intron (uc008evs.2, intron 2 of 2)	intron (NM_010120, intron 2 of 2)	9308	uc008evs.2	Eif1a	eukaryotic translation initiation factor 1A	1.01	3.02	3.02	9.07	15.12	9.07	1.01	4.03	2812-Per2_n3R16	0	default	1	24	5.2611501657	15.5778755886	6.7183333333	0.7054885863	0.6400416055	0.7230656195	0.0040828139	5.48308394533E-005	0.0099016275
2813	chr2	28891261	28891630	28891430	7	intron (uc012bte.1, intron 1 of 5)	intron (NM_001166705, intron 1 of 5)	19141	uc012bte.1	1700101E01Rik	hypothetical protein LOC329375 isoform 1	9.07	4.03	6.05	4.03	11.08	6.05	1.01	16.12	2813-Per2_n3R16	0	burg	1	22.1777777778	2.2054500451	18.8926466148	6.7183333333	0.3590122002	0.216570467	0.383849176	0.1351524539	0.0008294274	0.1497821499
2814	chr8	42217831	42218160	42217935	7	intron (uc009lnn.1, intron 1 of 13)	intron (NM_001005863, intron 1 of 13)	1085	uc009lnn.1	Mtus1	microtubule-associated tumor suppressor 1	5.04	7.05	6.05	6.05	7.05	9.07	4.03	13.1	2814-Per2_n3R16	0	mle	1	27.3424657534	0.8119691073	18.3673331218	6.7183333333	0.244742751	0.0769078068	0.1869043845	0.2827659167	0.0016359909	0.2954354285
2815	chr11	93858421	93858800	93858655	7	intron (uc007kxy.1, intron 1 of 29)	intron (NM_027569, intron 1 of 28)	1205	uc007kxy.1	Spag9	C-Jun-amino-terminal kinase-interacting protein	9.07	1.01	4.03	9.07	4.03	13.1	3.02	16.12	2815-Per2_n3R16	1	yule-walker	1	25.106918239	3.398062409	19.5108086472	6.7183333333	0.3585320629	0.2159836324	0.6040845662	0.1356086184	0.0008316035	0.1501751172
2816	chr1	91566991	91567220	91567105	17	intron (uc007byw.1, intron 8 of 17)	intron (NM_178119, intron 8 of 17)	13362	uc007byz.2	4933400F21Rik	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700091C04 product:unclassifiable, full insert sequence.	3.02	2.02	0	13.1	17.13	5.04	3.02	0	2816-Per2_n3R16	0	burg	1	22.0552486188	7.2463661845	15.8911309904	6.7183333333	0.6712900169	0.598243354	0.9272254817	0.0066935733	7.50264987906E-005	0.0135486607
2817	chr6	50387821	50388200	50388050	17	Intergenic	RMER15-int|LTR|ERVL	-55174	uc009bwy.2	Osbpl3	oxysterol-binding protein-related protein 3	4.03	2.02	1.01	8.06	20.15	5.04	3.02	16.12	2817-Per2_n3R16	0	burg	1	23.2093023256	6.7551918576	16.2410503414	6.7183333333	0.5683060418	0.472374051	0.9548493976	0.0228187509	0.0001818288	0.0328355473
2818	chr16	33829221	33829510	33829395	17	promoter-TSS (uc007zan.2)	promoter-TSS (NM_001145884)	-386	uc007zan.2	Itgb5	integrin beta-5 isoform 2	1.01	1.01	1.01	7.05	19.15	11.08	4.03	2.02	2818-Per2_n3R16	0	mle	1	23.7619047619	7.3214049393	16.6684303555	6.7183333333	0.6957279097	0.6281118897	1.0011434195	0.0047280225	5.99365522123E-005	0.0108236426
2819	chr8	97604851	97605130	97604975	12	promoter-TSS (uc009mxt.1)	promoter-TSS (NM_028805)	-111	uc009mxt.1	Katnb1	katanin p80 WD40-containing subunit B1	5.04	2.02	4.03	7.05	15.12	7.05	1.01	7.05	2819-Per2_n3R16	0	burg	1	23.2093023256	4.6508435823	16.4507657594	6.7183333333	0.6682534644	0.5945320121	0.6164899092	0.0069763584	7.70554993332E-005	0.0139150678
2820	chr19	29586371	29586751	29586540	12	intron (uc008hdm.1, intron 2 of 6)	B4A|SINE|B4	9916	uc008hdp.2	A930007I19Rik	Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930007I19 product:unclassifiable, full insert sequence.	3.02	3.02	4.03	6.05	19.15	5.04	2.02	10.08	2820-Per2_n3R16	0	burg	1	24.0481927711	5.2236370171	15.5559113049	6.7183333333	0.4568890179	0.3361976886	0.8428623438	0.0641207555	0.0004295737	0.0775745703
2821	chr5	66435191	66435480	66435365	11	intron (uc008xol.2, intron 3 of 6)	intron (NM_001127382, intron 4 of 7)	54082	uc008xol.2	Rbm47	RNA-binding protein 47	7.05	4.03	1.01	8.06	14.11	6.05	6.05	15.12	2821-Per2_n3R16	0	burg	1	22.5536723164	4.458533202	17.3323488507	6.7183333333	0.6030382268	0.5148244995	0.5978789381	0.0156447667	0.0001352475	0.024423678
2822	chr16	95930251	95930491	95930375	11	intron (uc008ace.2, intron 2 of 9)	intron (NM_011809, intron 2 of 9)	6357	uc008ace.2	Ets2	protein C-ets-2	6.05	1.01	3.02	7.05	13.1	10.08	0	6.05	2822-Per2_n3R16	0	mle	1	23.3450292398	4.9477953074	17.4839914832	6.7183333333	0.8319857222	0.794649216	0.6041463005	0.0003266313	2.9775126187E-005	0.0053769413
2823	chr6	143048671	143048980	143048870	10	promoter-TSS (uc009epz.2)	promoter-TSS (NM_001109688)	-198	uc009epz.2	5730419I09Rik	hypothetical protein LOC74741 isoform 1	3.02	0	2.02	12.09	13.1	10.08	2.02	3.02	2823-Per2_n3R16	0	burg	1	22.9425287356	6.2331785793	16.0965929663	6.7183333333	0.8090707343	0.7666420086	0.7728778443	0.0005806658	2.9775126187E-005	0.0053769413
2824	chr7	27980661	27980960	27980785	10	promoter-TSS (uc009fvg.1)	promoter-TSS (NM_001046637)	-31	uc009fvg.1	Snrpa	U1 small nuclear ribonucleoprotein A	7.05	4.03	0	6.05	13.1	10.08	1.01	2.02	2824-Per2_n3R16	1	yule-walker	1	23.4823529412	5.0676074505	18.6585042136	6.7183333333	0.7915026018	0.7451698467	0.6225100373	0.0008628849	3.06104140709E-005	0.0055277818
2825	chr4	155157791	155158190	155157955	8	3' UTR (uc008wes.2, exon 2 of 2)	3' UTR (NM_001033394, exon 2 of 2)	1993	uc008wes.2	Tmem88b	transmembrane protein 88B	8.06	2.02	2.02	6.05	11.08	11.08	2.02	11.08	2825-Per2_n3R16	0	mle	1	23.6213017751	4.7939247131	18.8014628695	6.7183333333	0.8935894711	0.8699426869	0.5584012879	4.18244951657E-005	2.9775126187E-005	0.0053769413
2826	chr11	117708021	117708370	117708085	8	Intergenic	B2_Mm2|SINE|B2	-2356	uc007mod.1	Birc5	baculoviral IAP repeat-containing protein 5	4.03	3.02	6.05	10.08	10.08	7.05	3.02	8.06	2826-Per2_n3R16	1	burg	1	22.8114285714	3.3788334138	14.7357997801	6.7183333333	0.8584114244	0.8269472965	0.4033669107	0.0001512262	2.9775126187E-005	0.0053769413
2827	chr1	138583141	138583400	138583290	7	Intergenic	Intergenic	-9518	uc007cuy.1	AK051055	Mus musculus 9 days embryo whole body cDNA, RIKEN full-length enriched library, clone:D030062I09 product:unclassifiable, full insert sequence.	9.07	4.03	4.03	10.08	6.05	7.05	4.03	15.12	2827-Per2_n3R16	0	burg	1	22.0552486188	1.6777114025	17.4645415677	6.7183333333	0.2465597773	0.0791286167	0.3428969043	0.2797174798	0.0016194982	0.2924570878
2828	chr2	154924791	154925150	154924950	14	Intergenic	B4A|SINE|B4	-24737	uc008nka.2	Ahcy	adenosylhomocysteinase	3.02	0	3.02	11.08	18.14	5.04	3.02	10.08	2828-Per2_n3R16	0	burg	1	22.6818181818	7.317150406	15.5350705115	6.7166666667	0.7343473653	0.6753134465	0.9112885574	0.0025669273	4.21813152558E-005	0.0076173131
2829	chr3	130317431	130317690	130317575	14	Intergenic	Intergenic	-2806	uc012cxv.1	Agxt2l1	alanine--glyoxylate aminotransferase 2-like 1	5.04	4.03	3.02	7.05	16.12	5.04	6.05	8.06	2829-Per2_n3R16	0	burg	1	23.3450292398	4.3099237843	16.2093684118	6.7166666667	0.4929116165	0.380225309	0.6519203114	0.047084339	0.0003310153	0.059776396
2830	chr11	79985461	79985790	79985615	10	intron (uc007klk.1, intron 7 of 10)	intron (NM_172133, intron 7 of 10)	5506	uc007klm.1	AK053136	Mus musculus 0 day neonate lung cDNA, RIKEN full-length enriched library, clone:E030012C15 product:unclassifiable, full insert sequence.	12.09	3.02	6.05	3.02	8.06	8.06	3.02	15.12	2830-Per2_n3R16	0	mle	1	24.0481927711	3.2611080418	21.2800855564	6.7166666667	0.5302737219	0.4258901046	0.4718175506	0.0333658241	0.0002490058	0.0449667201
