ID	Chr	Start	End	SummitPosition	Height	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Symbol	Description	Cry2_CT0/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT4/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT8/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT12/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT16/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_CT20/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry2_KO/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	Cry_Input/ Tag Count in given bp (11356331.0 Total, normalization factor = 0.88, effective total = 10000000)	ARSER(PeakID)	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	qvalue	fdr_BH
6283	chr17	32250531	32250890	32250695	10	5' UTR (uc008bvw.1, exon 1 of 2)	CpG	336	uc008bvw.1	BC048393	Mus musculus, clone IMAGE:6337397, mRNA.	0.88	1.76	1.76	13.21	3.52	7.04	0	1.76	6283-Cry2_n3R17	0	burg	1	23.9041916168	3.5127943242	13.6739599607	4.695	0.3579001853	0.2152113375	0.9168067358	0.1362107709	0.0307928707	0.2041041787
6284	chr2	155343591	155343890	155343705	9	promoter-TSS (uc008nku.1)	promoter-TSS (NM_019811)	-39	uc008nku.1	Acss2	acetyl-coenzyme A synthetase, cytoplasmic	5.28	1.76	5.28	4.4	10.57	0.88	0.88	2.64	6284-Cry2_n3R17	0	burg	1	23.2093023256	2.3951591333	14.6645940681	4.695	0.2867394508	0.1282371066	0.664816292	0.2185832688	0.0441765711	0.2928152706
6285	chr3	28704161	28704450	28704335	9	promoter-TSS (uc008oue.1)	promoter-TSS (NM_026517)	-47	uc008oue.1	AK046440	Mus musculus adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230385B14 product:unclassifiable, full insert sequence.	1.76	2.64	6.16	5.28	8.81	3.52	1.76	5.28	6285-Cry2_n3R17	0	burg	1	24.1939393939	2.5545752112	12.960326269	4.695	0.6276053313	0.5448509604	0.5043289132	0.0117358769	0.0054624634	0.0362068099
6286	chr4	44085831	44086040	44085920	9	intron (uc008sro.2, intron 1 of 11)	promoter-TSS (NM_001190414)	11114	uc008sro.2	Gne	bifunctional UDP-N-acetylglucosamine	1.76	2.64	7.04	8.81	4.4	3.52	1.76	1.76	6286-Cry2_n3R17	0	burg	1	23.0751445087	3.1434249906	11.6079133479	4.695	0.8547144792	0.8224288079	0.5270374897	0.0001698246	0.0012773995	0.0084669784
6287	chr4	137492131	137492420	137492305	9	intron (uc008vju.2, intron 6 of 19)	ID_B1|SINE|B4	-57110	uc008vka.1	Eif4g3	eukaryotic translation initiation factor 4 gamma	4.4	0.88	3.52	7.04	8.81	3.52	0.88	7.93	6287-Cry2_n3R17	0	burg	1	22.0552486188	3.1450370281	15.6922657941	4.695	0.7227261892	0.6611097868	0.5488072326	0.00311236	0.0024932873	0.0165262395
6288	chr5	34662341	34662590	34662440	9	Intergenic	Intergenic	-16574	uc008xcd.1	Rnf4	E3 ubiquitin ligase RNF4	3.52	2.64	3.52	3.52	8.81	6.16	1.76	7.93	6288-Cry2_n3R17	1	burg	1	23.7619047619	2.20149734	17.3974661112	4.695	0.6020706786	0.5136419405	0.4555281845	0.0158170955	0.0065880644	0.0436676229
6289	chr7	28017821	28018090	28017970	9	promoter-TSS (uc009fvm.1)	promoter-TSS (NM_133770)	-77	uc009fvm.1	Adck4	aarF domain containing kinase 4	5.28	2.64	3.52	2.64	10.57	3.52	0.88	1.76	6289-Cry2_n3R17	0	burg	1	22.8114285714	2.3208391669	17.5539837472	4.695	0.34035362	0.1937655356	0.5901671378	0.153780166	0.0338199283	0.2241684042
6290	chr8	23988791	23989040	23988875	9	intron (uc009lec.1, intron 3 of 17)	intron (NM_001081149, intron 3 of 17)	18904	uc009lec.1	Myst3	histone acetyltransferase MYST3	3.52	0.88	5.28	3.52	8.81	6.16	2.64	12.33	6290-Cry2_n3R17	0	default	1	24	2.3112756904	16.4206781712	4.695	0.4946680588	0.3823720719	0.5270374897	0.0463548709	0.0138147978	0.0915685316
6291	chr8	109362951	109363270	109363070	9	intron (uc009ngl.1, intron 17 of 17)	intron (NM_173037, intron 17 of 17)	-31032	uc012gjw.1	Has3	hyaluronan synthase 3	3.52	0.88	5.28	9.69	5.28	3.52	1.76	9.69	6291-Cry2_n3R17	0	burg	1	21.9340659341	3.092688466	13.7331578866	4.695	0.6816086208	0.610854981	0.56986254	0.005798636	0.0035279381	0.0233842084
6292	chr13	34757101	34757260	34757160	9	intron (uc007qbk.1, intron 3 of 3)	Intergenic	12388	uc007qbk.1	AK132729	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4922503I17 product:unclassifiable, full insert sequence.	3.52	5.28	7.93	3.52	4.4	3.52	3.52	10.57	6292-Cry2_n3R17	0	burg	1	22.6818181818	1.592451885	8.1238531492	4.695	0.5152230109	0.4074947911	0.3371785909	0.0384537755	0.0120878791	0.080122008
6293	chr18	12606571	12606781	12606685	9	intron (uc008ecf.2, intron 14 of 74)	intron (NM_010680, intron 14 of 74)	114143	uc008ecf.2	Lama3	laminin subunit alpha-3	7.93	3.52	3.52	6.16	3.52	3.52	3.52	9.69	6293-Cry2_n3R17	0	default	1	24	0.5114965591	22.1757887194	4.695	0.0466731625	-0.1651772458	0.3702840329	0.8064699436	0.1261244833	0.8359900677
6294	chr1	95374871	95375191	95375055	8	promoter-TSS (uc011wpo.1)	promoter-TSS (NM_001159717)	354	uc007cdy.1	Hdlbp	vigilin	5.28	1.76	2.64	9.69	5.28	3.52	1.76	0	6294-Cry2_n3R17	0	burg	1	21.8142076503	2.502861594	15.1077572514	4.695	0.4456924967	0.3225130516	0.5489284576	0.0702875504	0.0187590833	0.124340706
6295	chr2	121239111	121239470	121239225	8	promoter-TSS (uc008lzb.1)	promoter-TSS (NM_007952)	238	uc012ccq.1	Catsper2	cation channel sperm-associated protein 2	2.64	1.76	4.4	7.04	8.81	3.52	0.88	0.88	6295-Cry2_n3R17	1	yule-walker	1	22.5536723164	3.0608813805	14.6123166758	4.695	0.7951745516	0.7496577853	0.5270374897	0.0007965767	0.0015189668	0.0100681577
6296	chr9	14304841	14305190	14305085	8	promoter-TSS (uc009oen.1)	promoter-TSS (NM_173433)	-48	uc009oeo.1	Cwc15	protein CWC15 homolog	2.64	0.88	10.57	3.52	3.52	7.04	1.76	4.4	6296-Cry2_n3R17	1	default	1	24	1.2785581323	10.354449561	4.695	0.0821127852	-0.1218621515	0.6822034631	0.6800673782	0.1095114909	0.7258742814
6297	chr9	121251871	121252280	121252090	8	Intergenic	Intergenic	-24001	uc009sdf.1	Trak1	trafficking kinesin-binding protein 1	4.4	0	6.16	9.69	4.4	3.52	0	9.69	6297-Cry2_n3R17	1	mle	1	21.8142076503	2.9948337367	13.5850100418	4.695	0.537737041	0.435011939	0.6191086106	0.0310456622	0.0104071747	0.0689818065
6298	chr10	94871171	94871460	94871315	8	Intergenic	Intergenic	7531	uc011xmd.1	Socs2	suppressor of cytokine signaling 2	1.76	1.76	3.52	6.16	8.81	6.16	0.88	3.52	6298-Cry2_n3R17	0	mle	1	24.0481927711	2.9241103037	15.3179136627	4.695	0.7909816505	0.7445331284	0.5488072326	0.0008726294	0.0015466013	0.0102513268
6299	chr11	59453571	59453910	59453725	8	Intergenic	MIRb|SINE|MIR	-22257	uc007jem.2	Mprip	SubName: Full=Myosin phosphatase Rho interacting protein;	2.64	0.88	9.69	4.4	7.04	3.52	0.88	12.33	6299-Cry2_n3R17	0	mle	1	24.1939393939	2.5336441598	11.5814483317	4.695	0.385698149	0.2491866265	0.6191086106	0.1116138805	0.0264803804	0.1755197281
6300	chr11	69834821	69835210	69835040	8	intron (uc007jtp.2, intron 1 of 19)	intron (NM_007864, intron 1 of 19)	2908	uc007jtp.2	Dlg4	disks large homolog 4 isoform 1	1.76	2.64	5.28	6.16	8.81	3.52	3.52	5.28	6300-Cry2_n3R17	1	mle	1	23.9041916168	2.7555653826	13.3671465756	4.695	0.7375019744	0.6791690798	0.5043289132	0.0024325803	0.0022098659	0.0146476396
6301	chr11	112643331	112643630	112643445	8	promoter-TSS (uc007med.2)	promoter-TSS (NM_011448)	-44	uc007med.2	Sox9	transcription factor SOX-9	3.52	3.52	5.28	4.4	3.52	7.93	0	6.16	6301-Cry2_n3R17	0	mle	1	27.9160839161	0.8084704193	18.3281424463	4.695	0.1439078331	-0.0463348707	0.3371785909	0.4969839403	0.0848469723	0.5623906181
6302	chr11	115021431	115021680	115021545	8	intron (uc007mgo.2, intron 6 of 8)	intron (NM_021411, intron 6 of 8)	-3100	uc007mgp.1	Slc9a3r1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	5.28	1.76	7.93	2.64	7.04	3.52	3.52	2.64	6302-Cry2_n3R17	1	default	1	24	0.7584607357	13.1765844289	4.695	0.0565579181	-0.1530958779	0.4804099465	0.7695176714	0.1211529254	0.803037124
6303	chr12	85535181	85535510	85535295	8	intron (uc007oem.2, intron 1 of 12)	promoter-TSS (NM_001163502)	24486	uc007oem.2	C130039O16Rik	hypothetical protein LOC238317	5.28	2.64	2.64	3.52	7.93	6.16	0.88	1.76	6303-Cry2_n3R17	0	burg	1	22.6818181818	2.3680376986	18.7654246018	4.695	0.7801293921	0.731269257	0.4150199506	0.001095853	0.001637825	0.0108559846
6304	chr14	47165821	47166270	47165970	8	Intergenic	Intergenic	-155771	uc007thd.1	Bmp4	bone morphogenetic protein 4 precursor	3.52	4.4	9.69	2.64	4.4	3.52	1.76	9.69	6304-Cry2_n3R17	0	burg	1	22.5536723164	1.9066843083	8.2352260189	4.695	0.344175864	0.1984371672	0.4927172559	0.1498108544	0.0331164388	0.2195054692
6305	chr14	63712521	63712780	63712665	8	Intergenic	Intergenic	-28652	uc007uhh.1	Ctsb	cathepsin B preproprotein	4.4	0	3.52	5.28	7.04	7.93	0.88	7.04	6305-Cry2_n3R17	1	default	1	24	2.8498921236	17.3967175173	4.695	0.7150908433	0.6517776973	0.5486859807	0.0035170524	0.0026862734	0.0178054077
6306	chr15	101025791	101026080	101025890	8	intron (uc007xsr.1, intron 3 of 8)	intron (NM_007395, intron 3 of 8)	21379	uc007xsr.1	Acvr1b	activin receptor type-1B precursor	6.16	0	3.52	4.4	7.93	6.16	2.64	9.69	6306-Cry2_n3R17	0	burg	1	22.8114285714	2.8656860346	17.8697275554	4.695	0.6559421097	0.5794848007	0.5379087971	0.0082194328	0.004367124	0.0289465787
6307	chr1	99666611	99667020	99666710	7	promoter-TSS (uc007cfn.1)	promoter-TSS (NM_173760)	59	uc007cfn.1	Gin1	gypsy retrotransposon integrase-like protein 1	2.64	1.76	4.4	8.81	3.52	7.04	0.88	3.52	6307-Cry2_n3R17	1	default	1	24	1.9068962927	13.8465038325	4.695	0.3283223246	0.179060619	0.5270374897	0.1668107797	0.0359019467	0.2379686327
6308	chr2	32307451	32307690	32307565	7	promoter-TSS (uc008jfp.2)	promoter-TSS (NM_001164357)	-580	uc008jfp.2	Slc25a25	calcium-binding mitochondrial carrier protein	6.16	3.52	7.93	4.4	3.52	2.64	0.88	7.04	6308-Cry2_n3R17	0	mle	1	24.7950310559	1.3521107238	6.7560951558	4.695	0.3007624785	0.1453763627	0.3857728561	0.1998992944	0.0412755244	0.2735862822
6309	chr3	41385471	41385720	41385615	7	intron (uc008pcj.2, intron 2 of 10)	intron (NM_001130186, intron 2 of 10)	25939	uc008pcj.2	Phf17	protein Jade-1	3.52	4.4	2.64	6.16	7.93	3.52	2.64	9.69	6309-Cry2_n3R17	0	burg	1	22.5536723164	1.7616102452	15.4688626238	4.695	0.4612474477	0.3415246583	0.3857728561	0.0618375156	0.0170251798	0.1128478849
6310	chr3	88489391	88489780	88489700	7	promoter-TSS (uc008pwg.2)	promoter-TSS (NM_028814)	-131	uc008pwg.2	2810403A07Rik	nuclear ribonucleoprotein K homology domain	3.52	3.52	1.76	8.81	4.4	6.16	0.88	7.93	6310-Cry2_n3R17	1	yule-walker	1	22.8114285714	1.6690766956	15.7115903208	4.695	0.2753531958	0.1143205727	0.480548426	0.2347300631	0.0468197893	0.3103352959
6311	chr5	140589251	140589550	140589420	7	intron (uc009ahj.1, intron 14 of 17)	B4A|SINE|B4	-93939	uc009ahl.1	BC046508	Mus musculus, clone IMAGE:3965211, mRNA.	6.16	4.4	1.76	7.93	4.4	3.52	3.52	10.57	6311-Cry2_n3R17	0	yule-walker	1	20.7916666667	1.070843376	16.7151299303	4.695	0.1395310342	-0.0516842916	0.4150199506	0.5085204837	0.0863737057	0.5725102551
6312	chr6	31349641	31349970	31349860	7	intron (uc009bgf.1, intron 1 of 17)	intron (NM_013791, intron 1 of 17)	977	uc009bgf.1	Mkln1	muskelin	5.28	0.88	7.04	6.16	7.93	0.88	0.88	6.16	6312-Cry2_n3R17	0	burg	1	22.1777777778	2.656684432	13.5994906569	4.695	0.4442226537	0.3207165767	0.5996736301	0.0711301597	0.0189177638	0.1253924872
6313	chr7	82754351	82754790	82754525	7	exon (uc009hwx.2, exon 7 of 37)	exon (NM_029332, exon 7 of 37)	154150	uc009hwx.2	Akap13	A kinase (PRKA) anchor protein 13	3.52	3.52	4.4	8.81	4.4	3.52	3.52	3.52	6313-Cry2_n3R17	1	burg	1	22.5536723164	2.011616696	12.6652865993	4.695	0.5908983437	0.4999868645	0.4008293914	0.01791598	0.0071592553	0.0474536438
6314	chr7	151739641	151740200	151739810	7	promoter-TSS (uc012fxz.1)	promoter-TSS (NM_001033319)	-286	uc012fxz.1	Ppfia1	liprin-alpha-1 isoform A	2.64	2.64	4.4	4.4	10.57	3.52	0.88	5.28	6314-Cry2_n3R17	1	yule-walker	1	23.9041916168	2.5233682839	14.8660365563	4.695	0.4558549979	0.3349338864	0.5801610285	0.0646719417	0.0176210768	0.1167976654
6315	chr9	57940341	57940710	57940445	7	intron (uc009pwd.1, intron 4 of 19)	intron (NM_001166282, intron 4 of 19)	26105	uc009pwd.1	Ccdc33	coiled-coil domain-containing protein 33 isoform	3.52	1.76	4.4	9.69	4.4	4.4	2.64	3.52	6315-Cry2_n3R17	1	burg	1	22.4269662921	2.5083564551	13.6334956598	4.695	0.5498046086	0.4497611883	0.515937164	0.0275616175	0.0095744595	0.0634623256
6316	chr9	78381111	78381400	78381285	7	Intergenic	Intergenic	-51724	uc009qun.1	Eef1a1	elongation factor 1-alpha 1	5.28	0.88	3.52	7.04	7.93	3.52	2.64	10.57	6316-Cry2_n3R17	0	burg	1	21.9340659341	2.7993486683	15.9053478874	4.695	0.6605780256	0.5851509202	0.5041969651	0.0077326757	0.004201814	0.0278508556
6317	chr9	121834311	121834581	121834480	7	Intergenic	Lx8|LINE|L1	-9023	uc009sef.2	Cyp8b1	7-alpha-hydroxycholest-4-en-3-one	4.4	2.64	5.28	9.69	2.64	3.52	2.64	7.04	6317-Cry2_n3R17	0	burg	1	22.8114285714	2.1320016237	11.7889562546	4.695	0.4029443833	0.2702653573	0.515937164	0.0981898389	0.0240937822	0.1597006549
6318	chr10	67674331	67674620	67674465	7	intron (uc007fmh.1, intron 3 of 9)	intron (NM_023598, intron 3 of 9)	66999	uc007fmh.1	Arid5b	AT-rich interactive domain-containing protein	7.93	4.4	4.4	3.52	4.4	3.52	0	6.16	6318-Cry2_n3R17	1	burg	1	26.972972973	1.2605492287	24.6914964343	4.695	0.3886712279	0.2528203897	0.3193414641	0.1092035516	0.0260952437	0.1729669289
6319	chr12	86288891	86289230	86289005	7	intron (uc007oga.2, intron 2 of 19)	intron (NM_178065, intron 2 of 19)	22776	uc007oga.2	1110018G07Rik	hypothetical protein LOC68497	7.93	4.4	4.4	3.52	4.4	3.52	0	18.49	6319-Cry2_n3R17	1	burg	1	26.972972973	1.2605492287	24.6914964343	4.695	0.3886712279	0.2528203897	0.3193414641	0.1092035516	0.0260952437	0.1729669289
6320	chr15	81667521	81667810	81667695	7	Intergenic	Intergenic	21091	uc007wxm.1	Tob2	protein Tob2	4.4	2.64	5.28	7.93	4.4	3.52	1.76	3.52	6320-Cry2_n3R17	1	burg	1	21.6956521739	1.7772183322	13.1968196396	4.695	0.5849232802	0.4926840091	0.3541183892	0.0191239541	0.0074449656	0.0493474159
6321	chr19	34894321	34894610	34894465	7	TTS (uc012bkw.1)	TTS (NR_029783)	798	uc012bkw.1	Mir107	Mus musculus microRNA 107 (Mir107), microRNA.	2.64	3.52	8.81	5.28	4.4	3.52	4.4	16.73	6321-Cry2_n3R17	0	yule-walker	1	23.9041916168	2.2940686956	9.7110774914	4.695	0.6526920414	0.575512495	0.4290513535	0.0085746482	0.0044698343	0.0296273728
6322	chr3	79046951	79047140	79047045	8	Intergenic	URR1A|DNA|MER1_type	-97248	uc008pnm.1	Rapgef2	rap guanine nucleotide exchange factor 2	1.76	5.28	7.04	4.4	5.28	4.4	1.76	8.81	6322-Cry2_n3R17	0	mle	1	24.0481927711	1.5333374454	9.6182391374	4.6933333333	0.4825524935	0.3675641587	0.3365728004	0.0515701439	0.0149007682	0.0987666622
6323	chr4	104672301	104672490	104672395	8	intron (uc008tyc.2, intron 12 of 19)	intron (NM_001162980, intron 12 of 19)	86334	uc008tyc.2	1700024P16Rik	hypothetical protein LOC242594	5.28	3.52	1.76	7.04	6.16	4.4	0	7.93	6323-Cry2_n3R17	0	burg	1	21.8142076503	1.7506851446	17.0302364887	4.6933333333	0.4733165549	0.3562757893	0.3697549864	0.0558436125	0.0158114197	0.1048027271
6324	chr11	88868991	88869181	88869095	8	intron (uc007kwc.1, intron 2 of 8)	tRNA-Ala-GCY_|tRNA|tRNA	8369	uc007kwc.1	Trim25	E3 ubiquitin/ISG15 ligase TRIM25	4.4	2.64	7.04	5.28	7.04	1.76	0	14.09	6324-Cry2_n3R17	0	burg	1	22.6818181818	1.9209771534	12.4086440759	4.6933333333	0.4702039048	0.3524714392	0.4284784125	0.0573441855	0.0160952709	0.1066841763
6325	chr2	84555861	84556060	84555960	7	promoter-TSS (uc008kiz.2)	promoter-TSS (NM_144887)	-639	uc008kiz.2	Zdhhc5	probable palmitoyltransferase ZDHHC5	3.52	3.52	6.16	4.4	5.28	5.28	2.64	1.76	6325-Cry2_n3R17	0	burg	1	25.5897435897	0.681863915	12.1744618162	4.6933333333	0.2674211257	0.1046258203	0.2072890494	0.2465157988	0.0486046404	0.3221658125
6326	chr2	110145821	110146060	110145945	7	promoter-TSS (uc008lmu.1)	promoter-TSS (NM_130452)	-58	uc008lmu.1	Bbox1	gamma-butyrobetaine dioxygenase	7.04	2.64	5.28	5.28	6.16	1.76	2.64	6.16	6326-Cry2_n3R17	0	burg	1	22.5536723164	0.9211413825	14.3262769019	4.6933333333	0.1216274556	-0.0735664431	0.4001952648	0.5578974622	0.0928882842	0.6156907917
6327	chr2	179025871	179026140	179025985	7	Intergenic	Intergenic	-123636	uc008oht.1	AK019836	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930590I09 product:hypothetical protein, full insert sequence.	3.52	5.28	4.4	2.64	7.04	5.28	0.88	3.52	6327-Cry2_n3R17	1	default	1	24	0.6556116937	19.3867179951	4.6933333333	0.1136764254	-0.0832843689	0.2997394702	0.5809855809	0.0960300613	0.6365154121
6328	chr4	62917501	62917810	62917605	7	promoter-TSS (uc012dfw.1)	promoter-TSS (NR_030477)	-230	uc012dfw.1	Mir455	Mus musculus microRNA 455 (Mir455), microRNA.	4.4	2.64	7.04	7.04	4.4	2.64	1.76	5.28	6328-Cry2_n3R17	0	burg	1	22.6818181818	2.0313911807	11.4354103844	4.6933333333	0.6642767156	0.5896715413	0.3852758752	0.0073606571	0.0040790066	0.0270368522
6329	chr5	30558831	30559130	30559035	7	promoter-TSS (uc008wvh.1)	promoter-TSS (NM_027652)	-178	uc008wvh.1	Ept1	ethanolaminephosphotransferase 1	7.04	4.4	2.64	2.64	7.04	4.4	0.88	4.4	6329-Cry2_n3R17	0	burg	1	22.3016759777	1.8532253216	20.6555070361	4.6933333333	0.5520382706	0.4524912196	0.3852758752	0.0269515724	0.0094177964	0.0624239167
6330	chr5	75189561	75189790	75189675	7	Intergenic	Intergenic	-90747	uc008xtt.2	Lnx1	E3 ubiquitin-protein ligase LNX isoform 1	2.64	6.16	5.28	5.28	4.4	4.4	2.64	6.16	6330-Cry2_n3R17	1	yule-walker	1	23.6213017751	1.0664701615	8.8612958069	4.6933333333	0.4815895023	0.3663871694	0.2338535867	0.0520034364	0.0149866575	0.0993359615
6331	chr6	114840931	114841100	114840985	7	intron (uc009dif.1, intron 1 of 4)	intron (NM_177683, intron 1 of 4)	14149	uc009dih.1	AK076253	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732489C13 product:hypothetical protein, full insert sequence.	4.4	4.4	6.16	5.28	5.28	2.64	0.88	7.93	6331-Cry2_n3R17	0	mle	1	24.1939393939	1.2778930746	9.7347139675	4.6933333333	0.6876344796	0.6182199195	0.2338535867	0.0053208854	0.0033426019	0.0221557459
6332	chr8	87502501	87502711	87502615	7	promoter-TSS (uc012ghn.1)	promoter-TSS (NM_008416)	11	uc012ghn.1	Junb	transcription factor jun-B	2.64	3.52	7.04	5.28	5.28	4.4	2.64	3.52	6332-Cry2_n3R17	0	mle	1	24.1939393939	1.5867643135	10.9356628864	4.6933333333	0.6602346847	0.5847312813	0.2997394702	0.0077679369	0.0042089787	0.0278983454
6333	chr9	45896931	45897200	45897085	7	intron (uc009pgz.2, intron 1 of 24)	intron (NM_027498, intron 1 of 24)	76162	uc009pgz.2	Sik3	serine/threonine-protein kinase SIK3	7.04	2.64	6.16	2.64	5.28	4.4	0.88	7.93	6333-Cry2_n3R17	0	burg	1	25.5897435897	0.804602368	22.4844307996	4.6933333333	0.1102628788	-0.0874564815	0.3535533906	0.5911227811	0.0973890116	0.6455229333
6334	chr9	78012711	78012940	78012825	7	intron (uc009qtv.2, intron 12 of 13)	intron (NM_019987, intron 12 of 13)	-10896	uc009qtx.1	AK050586	Mus musculus 2 days neonate thymus thymic cells cDNA, RIKEN full-length enriched library, clone:C920006O11 product:unclassifiable, full insert sequence.	3.52	7.04	4.4	5.28	1.76	6.16	2.64	12.33	6334-Cry2_n3R17	0	burg	1	23.0751445087	1.2724876487	4.7117863325	4.6933333333	0.2567894322	0.0916315283	0.3697549864	0.2630288846	0.0511725217	0.3391864826
6335	chr14	21871921	21872141	21872100	7	promoter-TSS (uc007sla.2)	promoter-TSS (NM_018829)	176	uc007sld.1	Adk	adenosine kinase	4.4	3.52	3.52	6.16	6.16	4.4	0	0	6335-Cry2_n3R17	0	burg	1	21.1216931217	1.2880796331	16.1520313987	4.6933333333	0.6663735446	0.5922343323	0.2338535867	0.0071560302	0.0040054849	0.0265495286
6336	chr14	121472331	121472541	121472465	7	intron (uc007vaa.1, intron 1 of 26)	MER63D|DNA|AcHobo	37640	uc007vaa.1	Farp1	FERMRhoGEF (Arhgef) and pleckstrin domain	1.76	4.4	5.28	7.04	5.28	4.4	1.76	4.4	6336-Cry2_n3R17	0	mle	1	24.490797546	1.9629531521	11.360303745	4.6933333333	0.8179396835	0.7774818354	0.3365728004	0.0004687797	0.0014611464	0.0096849068
6337	chr15	68195061	68195221	68195170	7	Intergenic	Intergenic	-22290	uc011ztq.1	Mir30d	Mus musculus 16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:9630044N03 product:unclassifiable, full insert sequence.	3.52	3.52	4.4	6.16	6.16	4.4	0.88	2.64	6337-Cry2_n3R17	1	burg	1	22.8114285714	1.3828008363	14.2784715293	4.6933333333	0.8544593966	0.8221170402	0.2338535867	0.0001711704	0.0012773995	0.0084669784
6338	chr16	30009701	30009961	30009795	7	intron (uc012aed.1, intron 1 of 2)	intron (NR_033631, intron 1 of 2)	1078	uc012aed.1	4632428C04Rik	Mus musculus 16 days neonate heart cDNA, RIKEN full-length enriched library, clone:D830002B11 product:unclassifiable, full insert sequence.	4.4	7.04	6.16	2.64	5.28	2.64	0.88	5.28	6338-Cry2_n3R17	1	burg	1	23.9041916168	1.3244740154	5.556152297	4.6933333333	0.3397316068	0.1930052972	0.3535533906	0.1544337748	0.0339367056	0.2249424382
6339	chr16	65665071	65665330	65665220	7	Intergenic	RMER1A|Other|Other	-102258	uc007zqj.1	Chmp2b	charged multivesicular body protein 2b	3.52	5.28	2.64	5.28	7.04	4.4	1.76	6.16	6339-Cry2_n3R17	1	burg	1	22.0552486188	1.0613218014	16.7201970805	4.6933333333	0.2736468317	0.1122350165	0.2997394702	0.2372276237	0.0472065799	0.3128990575
6340	chr19	6263111	6263480	6263215	7	TTS (uc008ghu.1)	TTS (NM_194348)	-1348	uc008ghx.2	Mir194-2	Mus musculus microRNA 194-2 (Mir194-2), microRNA.	5.28	3.52	7.04	5.28	1.76	5.28	2.64	6.16	6340-Cry2_n3R17	1	burg	1	20.7916666667	1.0369868943	8.54805316	4.6933333333	0.1907696122	0.0109406372	0.3535533906	0.385766777	0.069166823	0.4584579893
6341	chr19	38194761	38195010	38194860	7	intron (uc008hje.2, intron 4 of 5)	intron (NM_001159487, intron 4 of 5)	4926	uc008hje.2	Rbp4	retinol-binding protein 4 isoform 1	4.4	4.4	7.04	2.64	5.28	4.4	2.64	3.52	6341-Cry2_n3R17	0	burg	1	22.8114285714	0.5322348668	6.5940021743	4.6933333333	0.0795303266	-0.1250184897	0.2795084972	0.6887199764	0.1106828018	0.7336380741
6342	chr10	79400101	79400250	79400135	9	intron (uc007gap.1, intron 3 of 8)	intron (NM_007880, intron 3 of 8)	10358	uc007gap.1	Arid3a	AT-rich interactive domain-containing protein	6.16	2.64	1.76	6.16	6.16	5.28	0	0.88	6342-Cry2_n3R17	0	burg	1	20.7916666667	2.0019683453	18.2875990073	4.6933333333	0.5894651367	0.4982351671	0.3852758752	0.0182001597	0.0072331148	0.0479432063
6343	chr2	154882021	154882221	154882135	8	Intergenic	Intergenic	18112	uc008nka.2	Ahcy	adenosylhomocysteinase	2.64	4.4	7.04	1.76	5.28	7.04	0	7.04	6343-Cry2_n3R17	0	default	1	24	0.2827273948	23.7357843355	4.6933333333	0.0104471653	-0.2094534646	0.4284784125	0.9538398059	0.1449220358	0.9605857593
6344	chr4	128627881	128628100	128627990	8	exon (uc008uvq.1, exon 5 of 11)	exon (NM_172875, exon 5 of 11)	11671	uc008uvq.1	Adc	antizyme inhibitor 2	2.64	2.64	3.52	5.28	7.04	7.04	2.64	4.4	6344-Cry2_n3R17	1	burg	1	27.3424657534	1.9200785632	15.7065000287	4.6933333333	0.7429277459	0.6858005784	0.4001952648	0.002214361	0.0021255629	0.0140888545
6345	chr5	141856801	141857030	141856915	8	intron (uc009ail.2, intron 1 of 44)	intron (NM_177879, intron 1 of 44)	139427	uc009ail.2	Sdk1	protein sidekick-1 precursor	6.16	3.52	6.16	7.04	2.64	2.64	0.88	16.73	6345-Cry2_n3R17	1	default	1	24	1.3517761954	8.665976783	4.6933333333	0.2994326715	0.1437510429	0.3852758752	0.2016157516	0.0415511926	0.2754134913
6346	chr5	145927881	145928080	145927980	8	promoter-TSS (uc009amj.1)	promoter-TSS (NM_133735)	-7	uc009amh.2	Ptcd1	pentatricopeptide repeat-containing protein 1	3.52	1.76	3.52	7.04	5.28	7.04	2.64	2.64	6346-Cry2_n3R17	1	default	1	24	1.9035897436	16	4.6933333333	0.5660024186	0.4695585117	0.4145780988	0.0233718393	0.0085385839	0.0565962384
